Token;accord
.;
Assis;
devant;
la;
croisee;
0;
Jacques;
"
";
m';
ecoute;
0;
impassible;
.;
Derriere;
lui;
0;
dans;
l';
horizon;
0;
se;
couche;
un;
gros;
"
";
soleil;
rouge;
qui;
incendie;
nos;
vitres;
.;
Sur;
le;
bord;
du;
toit;
0;
un;
chat;
maigre;
"
";
baille;
et;
s';
etire;
en;
nous;
regardant;
";";
il;
a;
l';
air;
renfrogne;
d';
un;
societaire;
"
";
de;
la;
Comedie;
-0;
Francaise;
ecoutant;
une;
tragedie;
...;
Je;
vois;
tout;
cela;
"
";
du;
coin;
de;
l';
eil;
sans;
interrompre;
ma;
lecture;
.;
"
";
Triomphe;
inespere;
.;
A;
peine;
j';
ai;
fini;
0;
Jacques;
enthousiasme;
quitte;
"
";
sa;
place;
et;
me;
saute;
au;
cou;
:;
"
";
-0;
Ohl;
Daniell;
que;
c';
est;
beaul;
que;
c';
est;
beaul;
"
";
Je;
le;
regarde;
avec;
un;
peu;
de;
defiance;
.;
"
";
-0;
Vraiment;
0;
acques;
0;
tu;
trouves;
?;
...;
"
";
-0;
Magnifique;
0;
mon;
cher;
0;
magnifiquel;
...;
Pense;
que;
tu;
avais;
"
";
toutes;
ces;
richesses;
dans;
ta;
malle;
et;
que;
tu;
ne;
m';
en;
disais;
rienl;
c';
est;
"
";
incroyable;
...;
"
";
Et;
voila;
ma;
mere;
acques;
qui;
marche;
a;
grands;
pas;
dans;
la;
chambre;
0;
"
";
parlant;
tout;
seul;
et;
gesticulant;
.;
Tout;
a;
coup;
0;
il;
s';
arrete;
en;
prenant;
un;
"
";
air;
solennel;
1;
"
";
-0;
Il;
n';
y;
a;
plus;
a;
hesiter;
:;
Daniel;
0;
tu;
es;
poete;
0;
il;
faut;
rester;
poete;
"
";
et;
chercher;
ta;
vie;
de;
ce;
c6te;
-0;
la;
.;
"
";
-0;
Ohl;
acques;
0;
c';
est;
bien;
difficile;
...;
Les;
debuts;
surtout;
.;
On;
gagne;
"
";
si;
peu;
.;
"
";
-0;
Bahl;
je;
gagnerai;
pour;
deux;
0;
n';
aie;
pas;
peur;
.;
"
";
-0;
Et;
le;
foyer;
0;
Jacques;
0;
le;
foyer;
que;
nous;
voulons;
reconstruirek;
"
";
-0;
Le;
foyerl;
je;
m';
en;
charge;
.;
Je;
me;
sens;
de;
force;
a;
le;
reconstruire;
"
";
a;
moi;
tout;
seul;
.;
Toi;
0;
tu;
l';
illustreras;
0;
et;
tu;
penses;
comme;
nos;
parents;
"
";
seront;
fiers;
de;
s';
asseoir;
a;
un;
foyer;
celebrel;
...;
"
";
;
essaye;
encore;
quelques;
objections;
";";
mais;
Jacques;
a;
reponse;
a;
"
";
tout;
.;
Du;
reste;
0;
il;
faut;
le;
dire;
0;
je;
ne;
me;
defends;
que;
faiblement.z=-;
"
";
n;
"
";
1;
"
";
2;
"
";
-.1S;
"
";
z;
"

";
11:1;
.;
"
";
a.;
0;
We;
"

";
1;
t;
0;
"
";
d;
];
"
";
1N;
"
";
1;
"

";
IX;
.;
"

";
LA;
"



";
1;
"
";
-0;
];
"
";
i;
"
";
1;
I;
"
";
I1;
"
";
2s;
"
";
c;
-0;
r;
-0;
r;
--;
a;
"
";
v-=;
"
";
h;
----;
.;
"
 ";
=;
"
";
I;
-0;
"
";
M;
"
";
tl;
"
";
1;
"

";
";";
1r-;
"
";
.;
"
";
N;
Wffa;
"
";
0I;
"
";
IL;
"
";
ia.-;
..;
..;
-------;
"
";
It;
"
";
.;
"
";
y;
"
";
Il;
"
";
.;
"
";
..;
1;
A;
"
";
Z1;
"

 ";
T;
"
";
---M;
"
 ";
I;
"


";
0;
..;
"
";
11;
"
";
K;
"
";
1Y-;
"
";
.;
"
";
-Y;
"
";
.1;
:;
I;
I1A-1-;
"
";
I1;
"
";
1;
"
";
I;
"
";
(;
R;
"
 ";
I]]]1;
"
";
I;
"
";
g;
"
";
f%/;
I;
"
";
--,-;
;
"
";
f1i;
"
";
FcE;
"
";
1;
.;
"
";
.-;
"

";
a-;
0;
:;
"
";
.'-;
"
";
-re;
-0;
c;
"
";
I;
n;
J;
"
";
eA;
"
";
A--;
(;
"
";
3C;
-0;
sa;
"
";
4;
a;
-0;
s;
"



";
.;
1;
"
";
xe;
--;
LA;
DISCUSSION;
DU;
BUDGET;
"
";
2;
g;
"
";
L';
enthousiasme;
fraternel;
commence;
a;
me;
gagner;
.;
La;
foi;
poetique;
me;
"
";
pousse;
a;
vue;
d';
eil;
0;
et;
je;
sens;
deja;
par;
tout;
mon;
etre;
un;
prurigo;
lamar-;
"
";
tinien;
...;
Il;
y;
a;
un;
point;
0;
par;
exemple;
0;
sur;
lequel;
Jacques;
et;
moi;
nous;
"
";
ne;
nous;
entendons;
pas;
du;
tout;
.;
acques;
veut;
qu';
a;
trente-cinq;
ans;
"
";
j';
entre;
a;
1'Academie;
francaise;
.;
Moi;
0;
je;
m';
y;
refuse;
energiquement;
.;
"
";
Foin;
de;
1'Academiel;
C';
est;
vieux;
0;
demode;
0;
pyramide;
d';
Egypte;
en;
"
";
diable;
.;
"
";
-0;
Raison;
de;
plus;
pour;
y;
entrer;
0;
me;
dit;
acques;
.;
Tu;
leur;
mettras;
"
";
un;
peu;
de;
jeune;
sang;
dans;
les;
veines;
0;
h;
tous;
ces;
vieux;
Palais;
-0;
Mazarin;
...;
"
";
Et;
puis;
MIe;
Eyssette;
sera;
si;
heureuse;
0;
songe;
doncl;
"
";
Que;
repondre;
a;
cela;
Le;
nom;
de;
Me;
Eyssette;
est;
un;
argument;
"
";
sans;
replique;
.;
Il;
faut;
se;
resigner;
a;
endosser;
l';
habit;
vert;
.;
Va;
donc;
pour;
"
";
1'Academie;
l;
Si;
mes;
collegues;
m';
ennuient;
trop;
0;
je;
ferai;
comme;
Merimee;
0;
"
";
je;
n';
irai;
jamais;
aux;
seances;
.;
"
";
Pendant;
cette;
discussion;
0;
la;
nuit;
est;
venue;
0;
les;
cloches;
de;
Saint-;
"
";
Germain;
carillonnent;
joyeusement;
0;
comme;
pour;
celebrer;
l';
entree;
de;
"
";
Daniel;
Eyssette;
a;
1'Academie;
frangaise;
.;
-0;
Allons;
dinerln;
dit;
ma;
"
";
mere;
acques;
";";
et;
0;
tout;
fier;
de;
se;
montrer;
avec;
un;
academicien;
0;
il;
"
";
m';
emmene;
dans;
une;
cremerie;
de;
la;
rue;
Saint-Benoit;
.;
"
";
C';
est;
un;
petit;
restaurant;
de;
pauvres;
0;
avec;
une;
table;
d';
h6ote;
au;
fond;
"
";
pour;
les;
habitues;
.;
Nous;
mangeons;
dans;
la;
premiere;
salle;
0;
au;
milieu;
"
";
de;
gens;
tres;
rapes;
0;
tres;
affames;
0;
qui;
raclent;
leurs;
assiettes;
silencieuse-;
"
";
ment;
.;
-0;
Ce;
sont;
presque;
tous;
des;
hommes;
de;
lettresn;
0;
me;
dit;
"
";
Jacques;
a;
voix;
basse;
.;
Dans;
moi;
-0;
meme;
0;
je;
ne;
puis;
m';
empecher;
de;
faire;
"
";
a;
ce;
sujet;
quelques;
reflexions;
melancoliques;
";";
mais;
je;
me;
garde;
bien;
"
";
de;
les;
communiquer;
a;
Jacques;
de;
peur;
de;
refroidir;
son;
enthousiasme;
.;
"
";
Le;
diner;
est;
tres;
gai;
.;
M.;
Daniel;
Eyssette;
(;
de;
l';
Academie;
frangaise;
);
"
";
montre;
beaucoup;
d';
entrain;
0;
et;
encore;
plus;
d';
appetit;
.;
Le;
repas;
fini;
0;
on;
"
";
se;
hate;
de;
remonter;
dans;
le;
clocher;
";";
et;
tandis;
que;
MI;
.;
l';
academicien;
"
";
fume;
sa;
pipe;
a;
califourchon;
sur;
la;
fenetre;
0;
Jacques;
0;
assis;
a;
sa;
table;
0;
"
";
s';
absorbe;
dans;
un;
grand;
travail;
de;
chiffres;
qui;
parait;
l';
inquieter;
beau-;
"
";
coup;
.;
Il;
se;
ronge;
les;
ongles;
0;
s';
agite;
febrilement;
sur;
sa;
chaise;
0;
compte;
sur;
"
";
ses;
doigts;
0;
puis;
0;
tout;
a;
coup;
0;
se;
leve;
avec;
un;
cri;
de;
triomphe;
:;
 ;
Bravol;
...;
"
";
j';
y;
suis;
arrive.n;
"
";
-0;
A;
quoi;
0;
Jacques;
?;
"
";
-0;
A;
etablir;
notre;
budget;
0;
mon;
chef;
.;
Et;
je;
te;
reponds;
que;
ce;
"
";
n';
etait;
pas;
une;
petite;
affaire;
.;
Pense;
l;
soixante;
francs;
par;
mois;
pour;
vivre;
"
";
a;
deuxl;
...;
rgo;
"
";
LE;
PETIT;
CHOSE;
"
";
-0;
Comment;
soixante;
?;
...;
Je;
croyais;
que;
tu;
gagnais;
cent;
francs;
"
";
chez;
le;
marquis;
.;
"
";
-0;
Ouil;
mais;
il;
y;
a;
la;
-0;
dessus;
quarante;
francs;
par;
mois;
0;
a;
envoyer;
"
";
a;
Mme;
Eyssette;
pour;
la;
reconstruction;
du;
0;
foyer;
...;
Restent;
donc;
"
";
soixante;
francs;
.;
Nous;
avons;
quinze;
francs;
de;
chambre;
";";
comme;
tu;
"
";
vois;
0;
ce;
n';
est;
pas;
cher;
";";
seulement;
0;
il;
faut;
que;
je;
fasse;
le;
lit;
moi;
-0;
meme;
.;
"
";
-0;
Je;
le;
ferai;
aussi;
0;
moi;
0;
Jacques;
.;
"
";
-0;
Non;
0;
non;
.;
Pour;
un;
academicien;
0;
ce;
ne;
serait;
pas;
convenable;
.;
"
";
Mais;
revenons;
au;
budget;
...;
Donc;
rg;
francs;
de;
chambre;
0;
 ;
francs;
de;
"
";
charbon;
0;
-0;
seulement;
g;
francs;
0;
parce;
que;
je;
vais;
le;
chercher;
moi;
-0;
meme;
"
";
aux;
usines;
tous;
les;
mois;
0;
-0;
restent;
o;
francs;
.;
Pour;
ta;
nourriture;
0;
"
";
mettons;
go;
francs;
.;
Tu;
dineras;
ha;
la;
cremerie;
oiu;
nous;
sommes;
alles;
ce;
"
";
soir;
0;
c';
est;
 ;
sous;
sans;
le;
dessert;
0;
et;
tu;
as;
vu;
qu';
on;
n';
est;
pas;
trop;
mal;
.;
"
";
Il;
te;
reste;
 ;
sous;
pour;
ton;
dejeuner;
.;
Est;
-ce;
assezk;
"
";
I;
";";
0;
eete;
eeeeeee;
e;
e;
"
";
sage;
...;
Quel;
dommage;
que;
je;
n';
aie;
pas;
le;
tempsl;
j';
irais;
moi;
-0;
meme;
au;
"
";
bateau;
...;
Restent;
g;
francs;
que;
j';
emploie;
comme;
ceci;
:;
go;
sous;
pour;
mes;
"
";
dejeuners;
...;
dame;
0;
tu;
comprendsl;
moi;
0;
je;
fais;
tous;
les;
jours;
un;
bon;
"
";
repas;
chez;
mon;
marquis;
0;
et;
je;
n';
ai;
pas;
besoin;
d';
un;
dejeuner;
aussi;
"
";
substantiel;
que;
le;
tien;
.;
Les;
derniers;
trente;
sous;
sont;
les;
menus;
frais;
0;
"
";
tabac;
0;
timbres;
-0;
poste;
et;
autres;
depenses;
imprevues;
.;
Cela;
nous;
fait;
"
";
juste;
nos;
soixante;
francs;
...;
Heinl;
Crois;
-0;
tu;
que;
c';
est;
calculen;
"
";
Et;
Jacques;
0;
enthousiasme;
0;
se;
met;
a;
gambader;
dans;
la;
chambre;
";";
"
";
puis;
0;
subitement;
0;
il;
s';
arrete;
et;
prend;
un;
air;
consterne;
:;
"
";
-0;
Allons;
0;
bonl;
Le;
budget;
est;
h;
refaire;
...;
J';
ai;
oublie;
quelque;
chose;
.;
"
";
-0;
Quoi;
donc;
"
";
-0;
Et;
la;
bougiel;
...;
Comment;
feras;
-0;
tu;
0;
le;
soir;
0;
pour;
travailler;
0;
si;
"
";
tu;
n';
as;
pas;
de;
bougie;
?;
C';
est;
une;
depense;
indispensable;
0;
et;
une;
depense;
"
";
d';
au;
moins;
cinq;
francs;
par;
mois;
...;
Ou;
pourrait;
-on;
bien;
les;
decrocher;
0;
"
";
ces;
cinq;
francs-lak;
...;
L';
argent;
du;
foyer;
est;
sacre;
0;
et;
sous;
aucun;
pre-;
"
";
texte;
...;
Ehl;
parbleu;
0;
j';
ai;
notre;
affaire;
.;
Voici;
le;
mois;
de;
mars;
qui;
vient;
"
";
et;
avec;
lui;
le;
printemps;
0;
la;
chaleur;
0;
le;
soleil;
.;
"
";
-0;
Eh;
bienl;
Jacquesl;
"
";
--;
Eh;
bienl;
Daniel;
0;
quand;
il;
fait;
chaud;
0;
le;
charbon;
est;
inutile;
:;
"
";
soit;
g;
francs;
de;
charbon;
0;
que;
nous;
transformons;
en;
 ;
francs;
de;
bougie;
";";
"
";
et;
voilha;
le;
probleme;
resolu;
...;
Decidement;
0;
je;
suis;
ne;
pour;
etre;
ministre;
"
";
des;
finances;
...;
OQu';
en;
dis;
-0;
tu;
?;
Cette;
fois;
0;
le;
budget;
tient;
sur;
ses;
jambes;
0;
LA;
DISCUssIoN;
DU;
BUDGET;
"
";
3I;
"
";
et;
je;
crois;
que;
nous;
n';
avons;
rien;
oublie;
...;
Il;
y;
a;
bien;
encore;
la;
question;
"
";
des;
souliers;
et;
des;
vetements;
0;
mais;
je;
sais;
ce;
que;
je;
vais;
faire;
...;
;
ai;
"
";
tous;
les;
jours;
ma;
soiree;
libre;
a;
partir;
de;
huit;
heures;
0;
je;
chercherai;
"
";
une;
place;
de;
teneur;
de;
livres;
chez;
quelque;
petit;
marchand;
.;
Bien;
sr;
"
";
que;
l';
ami;
Pierrotte;
me;
trouvera;
cela;
facilement;
.;
"
";
-0;
Ah;
cal;
acques;
0;
vous;
etes;
donc;
tres;
lies;
0;
toi;
et;
l';
ami;
Pierrotte;
?;
...;
"
";
Est;
-ce;
que;
tu;
y;
vas;
souvent;
?;
"
";
-0;
Oui;
0;
tres;
souvent;
.;
Le;
soir;
0;
on;
fait;
de;
la;
musique;
.;
"
";
--;
Tiensl;
Pierrotte;
est;
musicien;
.;
"
";
-0;
Nonl;
pas;
lui;
";";
sa;
fille;
.;
"
";
-0;
Sa;
fillel;
...;
Il;
a;
donc;
une;
fille;
?;
...;
He;
.H4el;
acques;
..;
Est-elle;
"
";
jolie;
0;
Mlle;
Pierrotte;
?;
"
";
-0;
Ohl;
tu;
m';
en;
demandes;
trop;
pour;
une;
fois;
0;
mon;
petit;
Daniel;
...;
"
";
Un;
autre;
jour;
0;
je;
te;
repondrai;
.;
Maintenant;
0;
il;
est;
tard;
";";
allons;
nous;
"
";
coucher;
.;
"
";
Et;
pour;
cacher;
l';
embarras;
que;
lui;
causent;
mes;
questions;
0;
Jacques;
"
";
se;
met;
a;
border;
le;
lit;
activement;
0;
avec;
un;
soin;
de;
vieille;
fille;
.;
"
";
C';
est;
un;
lit;
de;
fer;
a;
une;
place;
0;
en;
tout;
pareil;
a;
celui;
dans;
lequel;
"
";
nous;
couchions;
tous;
les;
deux;
0;
a;
Lyon;
0;
rue;
Lanterne;
.;
"
";
--;
T';
en;
souviens;
-0;
tu;
0;
Jacques;
0;
de;
notre;
petit;
lit;
de;
la;
rue;
Lanterne;
0;
"
";
quand;
nous;
lisions;
des;
romans;
en;
cachette;
0;
et;
que;
MI;
.;
Eyssette;
nous;
"
";
criait;
du;
fond;
de;
son;
lit;
0;
avec;
sa;
plus;
grosse;
voix;
:;
eteignez;
vite;
0;
ou;
je;
"
";
me;
level;
"
";
Jacques;
se;
souvient;
de;
cela;
0;
et;
aussi;
de;
bien;
d';
autres;
choses;
...;
De;
"
";
souvenir;
en;
souvenir;
0;
minuit;
sonne;
a;
Saint-Germain;
qu';
on;
ne;
songe;
"
";
pas;
encore;
a;
dormir;
.;
"
";
--;
Allons;
...;
bonne;
nuitl;
me;
dit;
acques;
resolument;
.;
"
";
Mais;
au;
bout;
de;
cinq;
minutes;
0;
je;
l';
entends;
qui;
pouffe;
de;
rire;
sous;
"
";
sa;
couverture;
.;
"
";
-0;
De;
quoi;
ris;
-0;
tu;
0;
Jacques;
?;
...;
"
";
-0;
Je;
ris;
de;
l';
abbe;
Micou;
0;
tu;
sais;
0;
l';
abbe;
Micou;
de;
la;
manecanterie;
..;
"
";
Te;
le;
rappelles;
-0;
tu;
?;
...;
"
";
-0;
Parbleul;
...;
"
";
Et;
nous;
voilh;
partis;
a;
rire;
0;
a;
rire;
0;
a;
bavarder;
0;
a;
bavarder;
...;
Cette;
"
";
fois;
0;
c';
est;
moi;
qui;
suis;
raisonnable;
et;
qui;
dis;
:;
"
";
--;
Il;
faut;
dormir;
.;
"
";
MIais;
un;
moment;
apres;
0;
je;
recommence;
de;
plus;
belle;
:;
"
";
--;
Et;
Rouget;
0;
Jacques;
.;
Est;
-ce;
que;
tu;
t';
en;
souviens;
E;
...;
32;
"
";
LE;
PETIT;
CHOSE;
"
";
La;
-0;
dessus;
0;
nouveaux;
eclats;
de;
rire;
et;
causeries;
a;
n';
en;
plus;
finir;
...;
"
";
Soudain;
un;
grand;
coup;
de;
poing;
ebranle;
la;
cloison;
de;
mon;
cote;
0;
"
";
du;
cote;
de;
la;
ruelle;
.;
Consternation;
generale;
.;
"
";
-0;
C';
est;
Coucou;
-0;
Blanc;
..;
me;
dit;
acques;
tout;
bas;
dans;
l';
oreille;
.;
"
";
-0;
Coucou;
-0;
Blancl;
...;
Qu';
est;
-ce;
que;
celak;
"
";
--;
Chutl;
...;
pas;
si;
haut;
...;
Coucou;
-0;
Blanc;
est;
notre;
voisine;
...;
Elle;
"
";
se;
plaint;
sans;
doute;
que;
nous;
l';
empechons;
de;
dormir;
.;
"
";
-0;
Dis;
donc;
0;
Jacquesl;
quel;
drole;
de;
nom;
elle;
a;
0;
notre;
voisinel;
...;
"
";
Coucou;
-0;
Blancl;
Est;
-ce;
qu';
elle;
est;
jeune;
?;
...;
"
";
--;
Tu;
pourras;
en;
juger;
toi;
-0;
meme;
0;
mon;
cher;
.;
Un;
jour;
ou;
l';
autre;
0;
"
";
vous;
vous;
rencontrerez;
dans;
l';
escalier;
...;
Mais;
en;
attendant;
0;
dormons;
"
";
vite;
...;
sans;
quoi;
Coucou;
-0;
Blanc;
pourrait;
bien;
se;
facher;
encore;
.;
"
";
La;
-0;
dessus;
0;
Jacques;
souffle;
la;
bougie;
0;
et;
M.;
Daniel;
Eyssette;
(;
de;
"
";
1'Academie;
francaise;
);
s';
endort;
sur;
l';
epaule;
de;
son;
frere;
comme;
quand;
"
";
il;
avait;
dix;
ans;
.;
CoUCoU;
-0;
BLANC;
ET;
LA;
DAME;
DU;
PREMIER;
"
";
Il;
y;
a;
0;
sur;
la;
place;
de;
Saint-Germain-des-Pres;
0;
dans;
le;
coin;
de;
"
";
l';
eglise;
0;
a;
gauche;
et;
tout;
au;
bord;
des;
toits;
0;
une;
petite;
fenetre;
qui;
me;
"
";
serre;
le;
ceur;
chaque;
fois;
que;
je;
la;
regarde;
.;
C';
est;
la;
fenetre;
de;
notre;
"
";
ancienne;
chambre;
";";
et;
0;
encore;
aujourd'hui;
0;
quand;
je;
passe;
par;
la;
0;
je;
"
";
me;
figure;
que;
le;
Daniel;
d';
autrefois;
est;
toujours;
la;
-0;
haut;
0;
assis;
a;
sa;
table;
"
";
contre;
la;
vitre;
0;
et;
qu';
il;
sourit;
de;
pitie;
en;
voyant;
dans;
la;
rue;
le;
Daniel;
"
";
d';
aujourd'hui;
triste;
et;
deja;
courbe;
.;
"
";
Ahl;
vieille;
horloge;
de;
Saint-Germain;
0;
que;
de;
belles;
heures;
tu;
"
";
m';
as;
sonnees;
quand;
j';
habitais;
la;
-0;
haut;
0;
avec;
la;
mere;
Jacquesl;
...;
Est;
-ce;
"
";
que;
tu;
ne;
pourrais;
pas;
m';
en;
sonner;
encore;
quelques;
-0;
unes;
de;
ces;
"
";
heures;
de;
vaillance;
et;
de;
jeunesse;
;
etais;
si;
heureux;
dans;
ce;
temps;
-0;
la;
...;
"
";
Je;
travaillais;
de;
si;
bon;
ceurl;
...;
"
";
Le;
matin;
0;
on;
se;
levait;
avec;
le;
jour;
0;
acques;
0;
tout;
de;
suite;
0;
s';
occupait;
"
";
du;
menage;
.;
Il;
allait;
chercher;
de;
l';
eau;
0;
balayait;
la;
chambre;
0;
rangeait;
"
";
ma;
table;
.;
Moi;
0;
je;
n';
avais;
le;
droit;
de;
toucher;
a;
rien;
.;
Si;
je;
lui;
disais;
:;
"
 ";
Jacques;
0;
veux;
-0;
tu;
que;
je;
t';
aide;
n;
"
";
Jacques;
se;
mettait;
a;
rire;
:;
aTu;
n';
y;
songes;
pas;
0;
Daniel;
.;
Et;
la;
dame;
"
";
du;
premierln;
Avec;
ces;
deux;
mots;
gros;
d';
allsions;
0;
il;
me;
fermait;
la;
"
";
bouche.34;
"
";
Voici;
pourquoi;
.;
"
";
LE;
PETIT;
CHOSE;
"
";
Pendant;
les;
premiers;
jours;
de;
notre;
vie;
a;
deux;
0;
c';
etait;
moi;
qui;
etais;
"
";
charge;
de;
descendre;
chercher;
de;
l';
eau;
dans;
la;
cour;
.;
A;
une;
autre;
heure;
"
";
de;
la;
journee;
0;
je;
n';
aurais;
peut;
-0;
etre;
pas;
osel;
mais;
le;
matin;
0;
toute;
la;
"
";
maison;
dormait;
encore;
0;
et;
ma;
vanite;
ne;
risquait;
pas;
d';
etre;
rencontree;
"
";
dans;
l';
escalier;
une;
cruche;
 ;
la;
main;
.;
Je;
descendais;
0;
en;
m';
eveillant;
0;
a;
"
";
peine;
vetu;
.;
A;
cette;
heure;
-0;
la;
0;
la;
cour;
etait;
deserte;
.;
Quelquefois;
0;
un;
pale-;
"
";
frenier;
en;
casaque;
rouge;
nettoyait;
ses;
harnais;
pres;
de;
la;
pompe;
.;
C';
etait;
"
";
le;
cocher;
de;
la;
dame;
du;
premier;
0;
une;
jeune;
creole;
tres;
elegante;
dont;
"
";
on;
s';
occupait;
beaucoup;
dans;
la;
maison;
.;
La;
presence;
de;
cet;
homme;
"
";
suffisait;
pour;
me;
gener;
";";
quand;
il;
etait;
la;
0;
j';
avais;
honte;
0;
je;
pompais;
vite;
"
";
et;
je;
remontais;
avec;
ma;
cruche;
a;
moitie;
remplie;
.;
Une;
fois;
en;
haut;
0;
je;
"
";
me;
trouvais;
tres;
ridicule;
0;
ce;
qui;
ne;
m';
empechait;
pas;
d';
etre;
aussi;
gene;
"
";
le;
lendemain;
0;
si;
j';
apercevais;
la;
casaque;
rouge;
dans;
la;
cour;
...;
Or;
0;
un;
"
";
matin;
que;
j';
avais;
eu;
la;
chance;
d';
eviter;
cette;
formidable;
casaque;
0;
je;
"
";
remontais;
allegrement;
et;
ma;
cruche;
toute;
pleine;
0;
lorsque;
0;
a;
la;
hauteur;
"
";
de;
premier;
etage;
0;
je;
me;
trouvai;
face;
 ;
face;
avec;
une;
dame;
qui;
des-;
"
";
cendait;
.;
C';
etait;
la;
dame;
du;
premier;
...;
"
";
Droite;
et;
fiere;
0;
les;
yeux;
baisses;
sur;
un;
livre;
0;
elle;
allait;
lentement;
"
";
dans;
un;
flot;
d';
etoffes;
soyeuses;
.;
hA;
premiere;
vue;
0;
elle;
me;
parut;
belle;
0;
"
";
quoique;
un;
peu;
pale;
";";
ce;
qui;
me;
resta;
d';
elle;
0;
surtout;
0;
c';
est;
une;
petite;
"
";
cicatrice;
blanche;
qu';
elle;
avait;
dans;
un;
coin;
0;
au;
-0;
dessous;
de;
la;
levre;
.;
"
";
En;
passant;
devant;
moi;
0;
la;
dame;
leva;
les;
yeux;
.;
;
tais;
debout;
contre;
le;
"
";
mur;
0;
ma;
cruche;
a;
la;
main;
0;
tout;
rouge;
et;
tout;
honteux;
.;
Pensezl;
;
etre;
"
";
surpris;
ainsi;
comme;
un;
porteur;
d';
eau;
0;
mal;
peigne;
0;
ruisselant;
0;
le;
cou;
"
";
nu;
0;
la;
chemise;
entr'ouverte;
..;
quelle;
humiliationl;
;
aurais;
voulu;
entrer;
"
";
dans;
la;
muraille;
...;
La;
dame;
me;
regarda;
un;
moment;
bien;
en;
face;
d';
un;
"
";
air;
de;
reine;
indulgente;
0;
avec;
un;
petit;
sourire;
0;
puis;
elle;
passa;
...;
Quand;
je;
"
";
remontai;
0;
j';
etais;
furieux;
.;
e;
racontai;
mon;
aventure;
a;
Jacques;
0;
qui;
se;
"
";
moqua;
beaucoup;
de;
ma;
vanite;
";";
mais;
le;
lendemain;
0;
il;
prit;
la;
cruche;
"
";
sans;
rien;
dire;
et;
descendit;
.;
Depuis;
lors;
0;
il;
descendit;
ainsi;
tous;
les;
"
";
matins;
";";
et;
moi;
0;
malgre;
mes;
remords;
0;
je;
le;
laissais;
faire;
:;
j';
avais;
trop;
"
";
peur;
de;
rencontrer;
encore;
la;
dame;
du;
premier;
.;
"
";
Le;
menage;
fini;
0;
Jacques;
s';
en;
allait;
chez;
son;
marquis;
0;
et;
je;
ne;
le;
"
";
revoyais;
plus;
que;
dans;
la;
soiree;
.;
Je;
passais;
mes;
journees;
tout;
seul;
0;
"
";
en;
tete;
a;
tete;
avec;
la;
MIuse;
ou;
ce;
que;
j';
appelais;
la;
Mluse;
.;
Du;
matin;
au;
"
";
soir;
0;
la;
fenetre;
restait;
ouverte;
avec;
ma;
table;
devant;
0;
et;
sur;
cet;
etabli;
0;
"
";
du;
matin;
au;
soir;
j';
enfilais;
des;
rimes;
.;
De;
temps;
en;
temps;
un;
pierrotCOUCOU;
-0;
BLANC;
ET;
LA;
DAME;
DU;
PREMIER;
"
";
35;
"
";
venait;
boire;
a;
ma;
gouttiere;
il;
me;
regardait;
un;
moment;
d';
un;
air;
effronte;
0;
"
";
puis;
il;
allait;
dire;
aux;
autres;
ce;
que;
je;
faisais;
0;
et;
j';
entendais;
le;
bruit;
sec;
"
";
de;
leurs;
petites;
pattes;
sur;
les;
ardoises;
...;
J';
avais;
aussi;
les;
cloches;
de;
"
";
Saint-Germain;
qui;
me;
rendaient;
visite;
plusieurs;
fois;
dans;
le;
jour;
.;
"
";
;
aimais;
bien;
quand;
elles;
venaient;
me;
voir;
.;
Elles;
entraient;
bruyam-;
"
";
ment;
par;
la;
fenetre;
et;
remplissaient;
la;
chambre;
de;
musique;
.;
Tantot;
"
";
des;
carillons;
joyeux;
et;
fous;
precipitaient;
leurs;
doubles-croches;
0;
tantot;
"
";
des;
glas;
noirs;
0;
lugubres;
0;
dont;
les;
notes;
tombaient;
une;
a;
une;
comme;
"
";
des;
larmes;
.;
Puis;
j';
avais;
les;
Angelus;
:;
1'Angelus;
de;
midi;
0;
un;
archange;
"
";
aux;
habits;
de;
soleil;
qui;
entrait;
chez;
moi;
tout;
resplendissant;
de;
lumiere;
";";
"
";
1'Angelus;
du;
soir;
0;
un;
seraphin;
melancolique;
qui;
descendait;
dans;
un;
"
";
rayon;
de;
lune;
et;
faisait;
toute;
la;
chambre;
humide;
en;
y;
secouant;
ses;
"
";
grandes;
ailes;
...;
"
";
La;
muse;
0;
les;
pierrots;
0;
les;
cloches;
0;
je;
ne;
recevais;
jamais;
d';
autres;
"
";
visites;
.;
Qui;
serait;
venu;
me;
voir;
?;
Personne;
ne;
me;
connaissait;
.;
A;
la;
"
";
cremerie;
de;
la;
rue;
Saint-Benoit;
0;
j';
avais;
toujours;
soin;
de;
me;
mettre;
a;
"
";
une;
petite;
table;
a;
part;
de;
tout;
le;
monde;
";";
je;
mangeais;
vite;
0;
les;
yeux;
dans;
"
";
mon;
assiette;
";";
puis;
0;
le;
repas;
fini;
0;
je;
prenais;
mon;
chapeau;
furtivement;
"
";
et;
je;
rentrais;
a;
toutes;
jambes;
.;
Jamais;
une;
distraction;
0;
jamais;
une;
pro-;
"
";
menade;
";";
pas;
meme;
la;
musique;
au;
Luxembourg;
.;
Cette;
timidite;
maladive;
"
";
que;
je;
tenais;
de;
M9;
Eyssette;
etait;
encore;
augmentee;
par;
le;
delabrement;
"
";
de;
mon;
costume;
et;
