Token;Label;accord;
Jacquesl;PER;;
Il;;;
fallait;;;
voir;;;
de;;;
quel;;;
air;;;
triste;;;
et;;;
resigne;;;
il;;;
"
";;;
disait;;;
cela;;;
.;;;
Moi;;;
0;;;
pour;;;
le;;;
rassurer;;;
je;;;
me;;;
mis;;;
a;;;
rire;;;
bruyamment;;;
0;;;
plus;;;
"
";;;
bruyamment;;;
meme;;;
que;;;
je;;;
n';;;
en;;;
avais;;;
envie;;;
.;;;
"
";;;
0;;;
Diablel;;;
mon;;;
cher;;;
0;;;
comme;;;
tu;;;
y;;;
vas;;;
...;;;
Je;;;
suis;;;
donc;;;
bien;;;
irresis-;;;
"
";;;
tible;;;
ou;;;
Mlle;PER;;
Pierrotte;PER;;
bien;;;
inflammable;;;
...;;;
Mais;;;
nonl;PER;;
rassure;;;
0;;;
toi;;;
0;;;
ma;;;
"
";;;
mere;;;
Iacques;PER;;
.;;;
Mlle;PER;;
Pierrotte;PER;;
est;;;
aussi;;;
loin;;;
de;;;
mon;;;
coeur;;;
que;;;
je;;;
le;;;
suis;;;
"
";;;
du;;;
sien;;;
";";;;
ce;;;
n';;;
est;;;
pas;;;
moi;;;
que;;;
tu;;;
as;;;
a;;;
craindre;;;
bien;;;
sr;;;
.;;;
"
";;;
Je;;;
parlais;;;
sincerement;;;
en;;;
disant;;;
cela;;;
.;;;
Mlle;PER;;
Pierrotte;PER;;
n';;;
existait;;;
pas;;;
"
";;;
pour;;;
moi;;;
...;;;
Les;;;
yeux;;;
noirs;;;
0;;;
par;;;
exemple;;;
0;;;
c';;;
est;;;
different;;;
.;;;
II;PER;;
"
";PER;;
LA;PER;;
ROSE;PER;;
ROUGE;;;
ET;;;
LES;;;
YEUX;;;
NOIRS;;;
"
";;;
Apres;LOC;;
cette;;;
premiere;;;
visite;;;
a;;;
l';;;
ancienne;;;
maison;;;
Lalouette;PER;;
0;;;
je;;;
restai;;;
"
";;;
quelque;;;
temps;;;
sans;;;
retourner;;;
lad;;;
0;;;
bas;;;
.;;;
acques;PER;;
0;;;
lui;;;
0;;;
continuait;;;
fidele-;;;
"
";;;
ment;;;
ses;;;
pelerinages;;;
du;;;
dimanche;;;
0;;;
et;;;
chaque;;;
fois;;;
il;;;
inventait;;;
quelque;;;
"
";;;
nouveau;;;
neud;;;
de;;;
cravate;;;
rempli;;;
de;;;
seduction;;;
...;;;
C';;;
etait;;;
tout;;;
un;;;
poeme;;;
0;;;
"
";;;
la;;;
cravate;;;
de;;;
acques;;;
0;;;
un;;;
poeme;;;
d';;;
amour;;;
ardent;;;
et;;;
contenu;;;
0;;;
quelque;;;
"
";;;
chose;;;
comme;;;
un;;;
selam;;;
d';MISC;;
Orient;MISC;;
0;;;
un;;;
de;;;
ces;;;
bouquets;;;
de;;;
fleurs;;;
emble-;;;
"
";;;
matiques;;;
que;;;
les;;;
Bach';;;
agas;PER;;
offrent;;;
a;;;
leurs;;;
amoureuses;;;
et;;;
auxquels;;;
"
";;;
ils;;;
savent;;;
faire;;;
exprimer;;;
toutes;;;
les;;;
nuances;;;
de;;;
la;;;
passion;;;
.;;;
"
";;;
Si;MISC;;
j';MISC;;
avais;MISC;;
ete;MISC;;
femme;MISC;;
0;;;
la;;;
cravate;;;
de;;;
acques;;;
avec;;;
ses;;;
mille;;;
noeuds;;;
"
";;;
qu';;;
il;;;
variait;;;
a;;;
l';;;
infini;;;
m';;;
aurait;;;
plus;;;
touche;;;
qu';;;
une;;;
declaration;;;
.;;;
Mais;;;
"
";;;
voulez;;;
-vous;;;
que;;;
je;;;
vous;;;
disel;;;
les;;;
femmes;;;
n';;;
y;;;
entendent;;;
rien;;;
...;;;
Tous;;;
"
";;;
les;;;
dimanches;;;
0;;;
avant;;;
de;;;
partir;;;
0;;;
le;;;
pauvre;;;
amoureux;;;
ne;;;
manquait;;;
pas;;;
"
";;;
de;;;
me;;;
dire;;;
:;;;
aJe;MISC;;
vais;MISC;;
lad;MISC;;
0;MISC;;
bas;MISC;;
0;;;
Daniel;PER;;
...;;;
viens;;;
0;;;
tu;;;
kn;;;
Et;;;
moi;;;
0;;;
je;;;
repondais;;;
"
";;;
invariablement;;;
:;;;
Nonl;PER;;
Jacquesl;PER;;
je;;;
travaille;;;
...;;;
n;;;
Alors;;;
il;;;
s';;;
en;;;
allait;;;
"
";;;
bien;;;
vite;;;
0;;;
et;;;
je;;;
restais;;;
seul;;;
0;;;
tout;;;
seul;;;
0;;;
penche;;;
sur;;;
l';;;
etabli;;;
aux;;;
rimes;;;
.;;;
"
";;;
C';;;
etait;;;
de;;;
ma;;;
part;;;
un;;;
parti;;;
pris;;;
0;;;
et;;;
serieusement;;;
pris;;;
0;;;
de;;;
ne;;;
plus;;;
"
";;;
aller;;;
chez;;;
Pierrotte;LOC;;
.;;;
J';;;
avais;;;
peur;;;
des;;;
yeux;;;
noirs;;;
.;;;
Je;;;
m';;;
etais;;;
dit;;;
:;;;
aSi;;;
"
";;;
tu;;;
les;;;
revois;;;
tu;;;
es;;;
perdun;;;
0;;;
et;;;
je;;;
tenais;;;
bon;;;
pour;;;
ne;;;
pas;;;
les;;;
revoir;;;
...;;;
c';;;
est;;;
"
";;;
qu';;;
ils;;;
ne;;;
me;;;
sortaient;;;
plus;;;
de;;;
la;;;
tete;;;
0;;;
ces;;;
grands;;;
demons;;;
d';;;
yeux;;;
noirs;;;
.;;;
I54;PER;;
"
";PER;;
LE;;;
PETIT;;;
CHOSE;;;
"
";;;
Je;;;
les;;;
retrouvais;;;
partout;;;
.;;;
J';;;
y;;;
pensais;;;
toujours;;;
0;;;
en;;;
travaillant;;;
0;;;
en;;;
dor-;;;
"
";;;
mant;;;
.;;;
Sur;;;
tous;;;
mes;;;
cahiers;;;
0;;;
vous;;;
auriez;;;
vu;;;
de;;;
grands;;;
yeux;;;
dessines;;;
"
";;;
h;;;
la;;;
plume;;;
0;;;
avec;;;
des;;;
cils;;;
longs;;;
comme;;;
cela;;;
.;;;
C';;;
etait;;;
une;;;
obsession;;;
.;;;
"
";;;
Ahl;ORG;;
quand;;;
ma;;;
mere;;;
Jacques;PER;;
0;;;
l1'eil;;;
brillant;;;
de;;;
plaisir;;;
0;;;
partait;;;
en;;;
"
";;;
gambadant;;;
pour;;;
le;;;
passage;;;
du;;;
Saumon;LOC;;
0;;;
avec;;;
un;;;
neud;;;
de;;;
cravate;;;
"
";;;
inedit;PER;;
0;;;
Dieu;MISC;;
sait;;;
quelles;;;
envies;;;
folles;;;
j';;;
avais;;;
de;;;
degringoler;;;
l';;;
escalier;;;
"
";;;
derriere;;;
lui;;;
et;;;
de;;;
lui;;;
crier;;;
:;;;
 ;;;
Attends;;;
0;;;
moil;;;
on;;;
Mais;;;
nonl;PER;;
Quelque;;;
chose;;;
"
";;;
au;;;
fond;;;
de;;;
moi;;;
0;;;
meme;;;
m';;;
avertissait;;;
que;;;
ce;;;
serait;;;
mal;;;
d';;;
aller;;;
ld;LOC;;
0;LOC;;
bas;LOC;;
0;;;
"
";;;
et;;;
j';;;
avais;;;
quand;;;
meme;;;
le;;;
courage;;;
de;;;
rester;;;
a;;;
mon;;;
etabli;;;
...;;;
et;;;
dire;;;
:;;;
"
 ";;;
Non;;;
.;;;
merci;;;
0;;;
Jacquesl;PER;;
je;;;
travaille.n;;;
"
";;;
Cela;;;
dura;;;
quelque;;;
temps;;;
ainsi;;;
.;;;
A;;;
la;;;
longue;;;
0;;;
la;;;
Muse;ORG;;
aidant;;;
0;;;
je;;;
"
";;;
serais;;;
sans;;;
doute;;;
parvenu;;;
a;;;
chasser;;;
les;;;
yeux;;;
noirs;;;
de;;;
ma;;;
cervelle;;;
.;;;
"
";;;
Malheureusement;;;
j';;;
eus;;;
l';;;
imprudence;;;
de;;;
les;;;
revoir;;;
encore;;;
une;;;
fois;;;
.;;;
"
";;;
Ce;;;
fut;;;
finil;;;
ma;;;
tete;;;
0;;;
mon;;;
ceur;;;
0;;;
tout;;;
y;;;
passa;;;
.;;;
Voici;;;
dans;;;
quelles;;;
cir-;;;
"
";;;
constances;;;
:;;;
"
";;;
Depuis;;;
la;;;
confidence;;;
du;;;
bord;;;
de;;;
l';;;
eau;;;
0;;;
ma;;;
mere;;;
Jacques;PER;;
ne;;;
m';;;
avait;;;
"
";;;
plus;;;
parle;;;
de;;;
ses;;;
amours;;;
";";;;
mais;;;
je;;;
voyais;;;
bien;;;
a;;;
son;;;
air;;;
que;;;
cela;;;
n';;;
allait;;;
"
";;;
pas;;;
comme;;;
il;;;
aurait;;;
voulu;;;
...;;;
Le;;;
dimanche;;;
0;;;
quand;;;
il;;;
revenait;;;
de;;;
chez;;;
"
";;;
Pierrotte;LOC;;
0;;;
il;;;
etait;;;
toujours;;;
triste;;;
.;;;
La;;;
nuit;;;
je;;;
l';;;
entendais;;;
soupirer;;;
0;;;
soupi-;;;
"
";;;
rer;;;
...;;;
Si;;;
je;;;
lui;;;
demandais;;;
:;;;
Qu';;;
est;;;
-ce;;;
que;;;
tu;;;
as;;;
0;;;
Jacques;PER;;
?;;;
n;;;
Il;;;
me;;;
"
";;;
repondait;;;
brusquement;;;
:;;;
Je;;;
n';;;
ai;;;
rien.n;;;
Mais;;;
je;;;
comprenais;;;
qu';;;
il;;;
"
";;;
avait;;;
quelque;;;
chose;;;
0;;;
rien;;;
qu';;;
au;;;
ton;;;
dont;;;
il;;;
me;;;
disait;;;
cela;;;
.;;;
Lui;;;
0;;;
si;;;
bon;;;
0;;;
"
";;;
si;;;
patient;;;
0;;;
il;;;
avait;;;
maintenant;;;
avec;;;
moi;;;
des;;;
mouvements;;;
d';;;
humeur;;;
.;;;
"
";;;
Quelquefois;;;
il;;;
me;;;
regardait;;;
comme;;;
si;;;
nous;;;
etions;;;
faches;;;
.;;;
Je;;;
me;;;
doutais;;;
"
";;;
bien;;;
0;;;
vous;;;
pensezl;;;
qu';;;
il;;;
y;;;
avait;;;
la;;;
0;;;
dessous;;;
quelque;;;
gros;;;
chagrin;;;
"
";;;
d';;;
amour;;;
";";;;
mais;;;
comme;;;
acques;;;
s';;;
obstinait;;;
a;;;
ne;;;
pas;;;
m';;;
en;;;
parler;;;
0;;;
je;;;
"
";;;
n';;;
osais;;;
pas;;;
en;;;
parler;;;
non;;;
plus;;;
.;;;
Pourtant;;;
0;;;
certain;;;
dimanche;;;
qu';;;
il;;;
m';;;
etait;;;
"
";;;
revenu;;;
plus;;;
sombre;;;
qu';;;
a;;;
l';;;
ordinaire;;;
0;;;
je;;;
voulus;;;
en;;;
avoir;;;
le;;;
ceur;;;
net;MISC;;
.;;;
"
";;;
0;;;
Voyonsl;;;
acques;;;
0;;;
qu';;;
as;;;
0;;;
tu;;;
?;;;
lui;;;
dis;;;
-je;;;
en;;;
lui;;;
prenant;;;
les;;;
mains;;;
..;;;
"
";;;
Cela;;;
ne;;;
va;;;
donc;;;
pas;;;
0;;;
ld;;;
0;;;
bas;;;
?;;;
"
";;;
--;;;
Eh;PER;;
bienl;PER;;
nonl;PER;;
...;;;
cela;;;
ne;;;
va;;;
pas;;;
...;;;
repondit;;;
le;;;
pauvre;;;
garcon;;;
"
";;;
d';;;
un;;;
air;;;
decourage;;;
.;;;
"
";;;
--;;;
Mais;;;
enfin;;;
0;;;
que;;;
se;;;
passe;;;
-t;;;
-il;;;
Est;;;
-ce;;;
que;;;
Pierrotte;LOC;;
se;;;
serait;;;
"
";;;
apergu;;;
de;;;
quelque;;;
chose;;;
Voudrait;;;
-il;;;
vous;;;
empecher;;;
de;;;
vous;;;
"
";;;
aimer;;;
?;;;
...;;;
"
";;;
--;;;
Ohl;PER;;
nonl;PER;;
Daniel;PER;;
0;;;
ce;;;
n';;;
est;;;
pas;;;
Pierrotte;LOC;;
qui;;;
nous;;;
empeche;;;
...;;;
"
";;;
C';;;
est;;;
elle;;;
qui;;;
ne;;;
m';;;
aime;;;
pas;;;
0;;;
qui;;;
ne;;;
m';;;
aimera;;;
jamais;;;
.;;;
"
";;;
0;;;
OQuelle;MISC;;
folie;;;
0;;;
Jacques;PER;;
l;PER;;
Comment;PER;;
peux;PER;;
0;;;
tu;;;
savoir;;;
qu';;;
elle;;;
neLA;;;
ROSE;;;
ROUGE;MISC;;
ET;MISC;;
LES;MISC;;
YEUX;MISC;;
NOIRS;;;
"
";;;
55;;;
"
";;;
t';;;
aimera;;;
jamais;;;
...;;;
Lui;;;
as;;;
0;;;
tu;;;
dit;;;
que;;;
tu;;;
l';;;
aimais;;;
0;;;
seulement;;;
?;;;
...;;;
Non;;;
0;;;
"
";;;
n';;;
est;;;
-ce;;;
pas;;;
?;;;
...;;;
Eh;;;
bienl;;;
alors;;;
...;;;
"
";;;
0;;;
Celui;;;
qu';;;
elle;;;
aime;;;
n';;;
a;;;
pas;;;
parle;;;
";";;;
il;;;
n';;;
a;;;
pas;;;
eu;;;
besoin;;;
de;;;
parler;;;
"
";;;
pour;;;
etre;;;
aime;;;
...;;;
"
";;;
0;;;
Vraiment;;;
0;;;
Jacques;PER;;
0;;;
tu;;;
crois;;;
que;;;
le;;;
joueur;;;
de;;;
flte;;;
?;;;
...;;;
"
";;;
Jacques;PER;;
n';;;
eut;;;
pas;;;
l';;;
air;;;
d';;;
entendre;;;
ma;;;
question;;;
.;;;
"
";;;
0;;;
Celui;;;
qu';;;
elle;;;
aime;;;
n';;;
a;;;
pas;;;
parle;;;
0;;;
dit;;;
-il;;;
pour;;;
la;;;
seconde;;;
fois;;;
.;;;
"
";;;
Et;;;
je;;;
n';;;
en;;;
pus;;;
savoir;;;
davantage;;;
.;;;
"
";;;
Cette;;;
nuit;;;
0;;;
la;;;
0;;;
on;;;
ne;;;
dormit;;;
guere;;;
dans;;;
le;;;
clocher;LOC;;
de;LOC;;
Saint-Germain;LOC;;
.;;;
"
";;;
Jacques;PER;;
passa;;;
presque;;;
tout;;;
le;;;
temps;;;
a;;;
la;;;
fenetre;;;
a;;;
regarder;;;
les;;;
"
";;;
etoiles;;;
en;;;
soupirant;;;
.;;;
Moi;;;
0;;;
je;;;
songeais;;;
:;;;
Si;;;
j';;;
allais;;;
lad;;;
0;;;
bas;;;
0;;;
voir;;;
les;;;
choses;;;
"
";;;
de;;;
pres;;;
...;;;
Apres;;;
tout;;;
0;;;
Jacques;PER;;
peut;;;
se;;;
tromper;;;
.;;;
Mlle;PER;;
Pierrotte;PER;;
n';;;
a;;;
"
";;;
sans;;;
doute;;;
pas;;;
compris;;;
tout;;;
ce;;;
qui;;;
tient;;;
d';;;
amour;;;
dans;;;
les;;;
plis;;;
de;;;
"
";;;
cette;;;
cravate;;;
...;;;
Puisque;;;
Jacques;PER;;
n';;;
ose;;;
pas;;;
parler;;;
de;;;
sa;;;
passion;;;
0;;;
peut-;;;
"
";;;
etre;;;
je;;;
ferais;;;
bien;;;
d';;;
en;;;
parler;;;
pour;;;
lui;;;
...;;;
Oui;;;
0;;;
c';;;
est;;;
cela;;;
:;;;
j';;;
irai;;;
0;;;
je;;;
par-;;;
"
";;;
lerai;LOC;;
a;;;
cette;;;
jeune;;;
Philistine;LOC;;
0;;;
et;;;
nous;;;
verrons.n;;;
"
";;;
Le;;;
lendemain;;;
0;;;
sans;;;
avertir;;;
ma;;;
mere;;;
acques;;;
0;;;
je;;;
mis;;;
ce;;;
beau;;;
projet;;;
"
";;;
a;;;
execution;;;
.;;;
Certes;;;
0;;;
Dieu;MISC;;
m';;;
est;;;
temoin;PER;;
qu';;;
en;;;
allant;;;
la;;;
0;;;
bas;;;
je;;;
n';;;
avais;;;
"
";;;
aucune;;;
arriere;;;
0;;;
pensee;;;
.;;;
J';;;
y;;;
allais;;;
pour;;;
Jacques;PER;;
0;;;
rien;;;
que;;;
pour;;;
Jacques;PER;;
...;;;
"
";;;
Pourtant;;;
0;;;
quand;;;
j';;;
apercus;;;
a;;;
l';;;
angle;;;
du;;;
passage;;;
du;;;
Saumon;LOC;;
l';;;
ancienne;;;
"
";;;
maison;;;
Lalouette;PER;;
avec;;;
ses;;;
peintures;;;
vertes;;;
et;;;
le;;;
Porcelaines;LOC;;
et;;;
Cristaux;ORG;;
"
";ORG;;
de;ORG;;
la;ORG;;
devanture;ORG;;
0;;;
je;;;
sentis;;;
un;;;
leger;;;
battement;;;
de;;;
ceur;;;
qui;;;
aurait;;;
d;;;
"
";;;
m';;;
avertir;;;
...;;;
J';;;
entrai;;;
.;;;
Le;;;
magasin;;;
etait;;;
desert;;;
";";;;
dans;;;
le;;;
fond;;;
0;;;
l';;;
homme-;;;
"
";;;
flte;;;
prenait;;;
sa;;;
nourriture;;;
";";;;
meme;;;
en;;;
mangeant;;;
il;;;
gardait;;;
son;;;
instru-;;;
"
";;;
ment;;;
sur;;;
la;;;
nappe;;;
pres;;;
de;;;
lui;;;
.;;;
a;;;
Que;;;
Camille;PER;;
puisse;;;
hesiter;;;
entre;;;
cette;;;
"
";;;
flte;;;
ambulante;;;
et;;;
ma;;;
mere;;;
acques;;;
0;;;
voila;PER;;
qui;;;
n';;;
est;;;
pas;;;
possible;;;
...;;;
me;;;
"
";;;
disais;;;
-je;;;
tout;;;
en;;;
montant;;;
.;;;
Enfin;;;
0;;;
nous;;;
allons;;;
voir;;;
..;;;
"
";;;
Je;;;
trouvai;;;
Pierrotte;LOC;;
a;;;
table;;;
avec;;;
sa;;;
fille;;;
et;;;
la;;;
dame;;;
de;;;
grand;;;
merite;;;
.;;;
"
";;;
Les;;;
yeux;;;
noirs;;;
n';;;
etaient;;;
pas;;;
la;;;
fort;;;
heureusement;;;
.;;;
Quand;;;
j';;;
entrai;;;
0;;;
il;;;
"
";;;
y;;;
eut;;;
une;;;
exclamation;;;
de;;;
surprise;;;
.;;;
aEnfin;;;
0;;;
le;;;
voill;LOC;;
s';;;
ecria;;;
le;;;
bon;;;
"
";;;
Pierrotte;LOC;;
de;;;
sa;;;
voix;;;
de;;;
tonnerre;;;
..;;;
0;;;
C';MISC;;
est;MISC;;
bien;MISC;;
le;MISC;;
cas;MISC;;
de;MISC;;
le;MISC;;
dire;MISC;;
...;;;
Il;;;
va;;;
"
";;;
prendre;;;
le;;;
cafe;;;
avec;;;
nous;;;
.;;;
On;;;
me;;;
fit;;;
place;;;
.;;;
La;;;
dame;;;
de;;;
grand;;;
merite;;;
"
";;;
alla;;;
me;;;
chercher;;;
une;;;
belle;;;
tasse;;;
a;;;
fleurs;;;
d';;;
or;;;
0;;;
et;;;
je;;;
m';;;
assis;;;
h;;;
cote;;;
de;;;
"
";;;
Mlle;PER;;
Pierrotte;PER;;
...;;;
"
";;;
Elle;;;
etait;;;
tres;;;
gentille;;;
ce;;;
jour;;;
0;;;
la;;;
0;;;
Mlle;PER;;
Pierrotte;PER;;
.;;;
Dans;;;
ses;;;
cheveux;;;
0;;;
"
";;;
un;;;
peu;;;
au-dessus;;;
de;;;
l';;;
oreille;;;
0;;;
0;;;
ce;;;
n';;;
est;;;
plusla;;;
qu';;;
on;;;
les;;;
place;;;
aujour-;;;
"
";;;
d';;;
hui;;;
0;;;
0;;;
elle;;;
avait;;;
mis;;;
une;;;
petite;;;
rose;;;
rouge;;;
0;;;
mais;;;
si;;;
rouge;;;
0;;;
si;;;
rouge-;;;
"
";;;
Entre;;;
nous;;;
0;;;
je;;;
crois;;;
que;;;
cette;;;
petite;;;
rose;;;
rouge;;;
etait;;;
fee;;;
0;;;
tellement;;;
elles6;;;
"
";;;
LE;MISC;;
PETIT;MISC;;
CHOSE;;;
"
";;;
embellissait;;;
la;;;
petite;;;
Philistine;LOC;;
.;;;
Ah;;;
cal;;;
monsieur;;;
Daniel;PER;;
0;;;
me;;;
dit;;;
"
";;;
Pierrotte;LOC;;
avec;;;
un;;;
bon;;;
gros;;;
rire;;;
affectueux;;;
0;;;
c';;;
est;;;
donc;;;
fini;;;
0;;;
vous;;;
ne;;;
"
";;;
voulez;;;
donc;;;
plus;;;
venir;;;
nous;;;
voirl;;;
...;;;
;;;
essayai;;;
de;;;
m';;;
excuser;;;
et;;;
de;;;
"
";;;
parler;;;
de;;;
mes;;;
travaux;;;
litteraires;;;
.;;;
 ;;;
Oui;;;
0;;;
oui;;;
je;;;
connais;;;
ga;;;
0;;;
le;;;
quartier;;;
"
";;;
Latin;MISC;;
..;;;
n;;;
fit;;;
le;;;
Cevenol;PER;;
.;;;
Et;;;
il;;;
se;;;
mit;;;
a;;;
rire;;;
de;;;
plus;;;
belle;;;
en;;;
regardant;;;
la;;;
"
";;;
dame;;;
de;;;
grand;;;
merite;;;
qui;;;
toussotait;;;
heml;;;
heml;;;
d';;;
un;;;
air;;;
entendu;;;
et;;;
"
";;;
m';;;
envoyait;;;
des;;;
coups;;;
de;;;
pied;;;
sous;;;
la;;;
table;;;
.;;;
Pour;;;
ces;;;
braves;;;
gens;;;
0;;;
"
";;;
quartier;;;
Latin;MISC;;
0;;;
cela;;;
voulait;;;
dire;;;
orgies;;;
0;;;
violons;;;
0;;;
masques;;;
0;;;
petards;;;
0;;;
pots;;;
"
";;;
casses;;;
0;;;
nuits;;;
folles;;;
et;;;
le;;;
reste;;;
.;;;
Ahl;;;
si;;;
je;;;
leur;;;
avais;;;
conte;;;
ma;;;
vie;;;
de;;;
ceno-;;;
"
";;;
bite;;;
dans;;;
le;;;
clocher;LOC;;
de;LOC;;
Saint-Germain;LOC;;
0;;;
je;;;
les;;;
aurais;;;
fort;;;
etonnes;;;
.;;;
Mais;;;
0;;;
"
";;;
vous;;;
savezl;;;
quand;;;
on;;;
est;;;
jeune;;;
0;;;
on;;;
n';;;
est;;;
pas;;;
fache;;;
de;;;
passer;;;
pour;;;
un;;;
"
";;;
mauvais;;;
sujet;;;
.;;;
Devant;;;
les;;;
accusations;;;
de;;;
Pierrotte;LOC;;
je;;;
prenais;;;
un;;;
petit;;;
"
";;;
air;;;
modeste;;;
0;;;
et;;;
je;;;
ne;;;
me;;;
defendais;;;
que;;;
faiblement;;;
:;;;
 ;;;
Mais;;;
non;;;
0;;;
mais;;;
"
";;;
nonl;PER;;
je;;;
vous;;;
assure;;;
...;;;
Ce;;;
n';;;
est;;;
pas;;;
ce;;;
que;;;
vous;;;
croyez;;;
.;;;
Jacques;PER;;
aurait;;;
"
";;;
bien;;;
ri;;;
de;;;
me;;;
voir;;;
.;;;
"
";;;
Comme;;;
nous;;;
achevions;;;
de;;;
prendre;;;
le;;;
cafe;;;
0;;;
un;;;
petit;;;
air;;;
de;;;
flte;;;
"
";;;
se;;;
fit;;;
entendre;;;
dans;;;
la;;;
cour;;;
.;;;
C';;;
etait;;;
Pierrotte;LOC;;
qu';;;
on;;;
appelait;;;
au;;;
magasin;;;
.;;;
"
";;;
A;;;
peine;;;
eut;;;
-il;;;
le;;;
dos;;;
tourne;;;
0;;;
la;;;
dame;;;
de;;;
grand;;;
merite;;;
s';;;
en;;;
alla;;;
a;;;
son;;;
"
";;;
tour;;;
a;;;
l';;;
office;;;
faire;;;
un;;;
cinq;;;
cents;;;
avec;;;
la;;;
cuisiniere;;;
.;;;
Entre;;;
nous;;;
0;;;
je;;;
"
";;;
crois;;;
que;;;
son;;;
plus;;;
grand;;;
merite;;;
0;;;
a;;;
cette;;;
dame;;;
0;;;
la;;;
0;;;
c';;;
etait;;;
de;;;
tripoter;;;
les;;;
"
";;;
cartes;;;
fort;;;
habilement;;;
...;;;
"
";;;
Quand;;;
je;;;
vis;;;
qu';;;
on;;;
me;;;
laissait;;;
seul;;;
avec;;;
la;;;
petite;;;
rose;;;
rouge;;;
0;;;
je;;;
"
";;;
pensai;;;
:;;;
Voila;PER;;
le;PER;;
momentl;PER;;
et;;;
j';;;
avais;;;
deja;;;
le;;;
nom;;;
de;;;
Iacques;LOC;;
sur;;;
les;;;
"
";;;
levres;;;
";";;;
mais;;;
Mlle;PER;;
Pierrotte;PER;;
ne;;;
me;;;
donna;;;
pas;;;
le;;;
temps;;;
de;;;
parler;;;
.;;;
A;;;
"
";;;
voix;;;
basse;;;
0;;;
sans;;;
me;;;
regarder;;;
0;;;
elle;;;
me;;;
dit;;;
tout;;;
 ;;;
coup;;;
:;;;
a;;;
Est;LOC;;
-ce;;;
que;;;
"
";;;
c';;;
est;;;
Mlle;PER;;
Coucou;PER;;
0;PER;;
Blanc;PER;;
qui;;;
vous;;;
empeche;;;
de;;;
venir;;;
chez;;;
vos;;;
amisn;;;
"
";;;
D';;;
abord;;;
je;;;
crus;;;
qu';;;
elle;;;
riait;;;
0;;;
mais;;;
nonl;PER;;
elle;;;
ne;;;
riait;;;
pas;;;
.;;;
Elle;;;
parais-;;;
"
";;;
sait;;;
meme;MISC;;
tres;MISC;;
emue;MISC;;
0;;;
a;;;
voir;;;
l';;;
incarnat;;;
de;;;
ses;;;
joues;;;
et;;;
les;;;
battements;;;
"
";;;
rapides;;;
de;;;
sa;;;
guimpe;;;
.;;;
Sans;;;
doute;;;
on;;;
avait;;;
parle;;;
de;;;
Coucou;LOC;;
0;LOC;;
bBlanc;LOC;;
"
";;;
devant;;;
elle;;;
0;;;
et;;;
elle;;;
s';;;
imaginait;;;
confusement;;;
des;;;
choses;;;
qui;;;
n';;;
etaient;;;
"
";;;
pas;;;
.;;;
J';;;
aurais;;;
pu;;;
la;;;
detromper;;;
d';;;
un;;;
mot;;;
";";;;
mais;;;
je;;;
ne;;;
sais;;;
quelle;;;
"
";;;
sotte;;;
vanite;PER;;
me;;;
retint;;;
...;;;
Alors;;;
0;;;
voyant;;;
que;;;
je;;;
ne;;;
lui;;;
repondais;;;
pas;;;
0;;;
"
";;;
Mlle;PER;;
Pierrotte;PER;;
se;;;
tourna;;;
de;;;
mon;;;
cOte;MISC;;
0;;;
et;;;
0;;;
levant;;;
ses;;;
grands;;;
cils;;;
"
";;;
qu';;;
elle;;;
avait;;;
tenus;;;
baisses;;;
jusqu';;;
alors;;;
0;;;
elle;;;
me;;;
regarda;;;
...;;;
Je;;;
mens;;;
.;;;
Ce;;;
"
";;;
n';;;
est;;;
pas;;;
elle;;;
qui;;;
me;;;
regarda;;;
";";;;
mais;;;
les;;;
yeux;;;
noirs;;;
tout;;;
mouilles;;;
de;;;
"
";;;
larmes;;;
ct;;;
charges;;;
de;;;
tendres;;;
reproches;;;
.;;;
Ahl;;;
ces;;;
chers;;;
yeux;;;
noirs;;;
0;;;
"
";;;
delices;;;
de;;;
mon;;;
ame;;;
.;;;
"
";;;
Ce;;;
ne;;;
fut;;;
qu';;;
une;;;
apparition;;;
.;;;
Les;;;
longs;;;
cils;;;
se;;;
baisserent;;;
presqueLA;;;
ROsE;;;
ROUGE;MISC;;
ET;MISC;;
LES;MISC;;
YEUX;MISC;;
NOIRS;;;
"
";;;
57;;;
"
";;;
tout;;;
de;;;
suite;;;
0;;;
les;;;
yeux;;;
noirs;;;
disparurent;;;
";";;;
et;;;
je;;;
n';;;
eus;;;
plus;;;
a;;;
cote;;;
de;;;
moi;;;
"
";;;
que;;;
Mlle;PER;;
Pierrotte;PER;;
.;;;
Vite;;;
0;;;
vite;;;
0;;;
sans;;;
attendre;;;
une;;;
nouvelle;;;
apparition;;;
0;;;
"
";;;
je;;;
me;;;
mis;;;
a;;;
parler;;;
de;;;
Jacques;PER;;
.;;;
Je;;;
commencai;;;
par;;;
dire;;;
combien;;;
il;;;
"
";;;
etait;;;
bon;;;
0;;;
loyal;;;
0;;;
brave;;;
0;;;
genereux;;;
.;;;
Je;;;
racontai;;;
ce;;;
devouement;;;
qui;;;
ne;;;
"
";;;
se;;;
lassait;;;
pas;;;
0;;;
cette;;;
maternite;;;
toujours;;;
en;;;
eveil;;;
0;;;
a;;;
rendre;;;
une;;;
vraie;;;
mere;;;
"
";;;
jalouse;;;
.;;;
C';;;
est;;;
Jacques;PER;;
qui;;;
me;;;
nourrissait;;;
0;;;
m';;;
habillait;;;
0;;;
me;;;
faisait;;;
