Token;Label_LM;Label_CF;Label_MB
escalier;;;
de;;;
bois;;;
qui;;;
faisait;;;
suite;;;
"
";;;
au;;;
grand;;;
.;;;
-;;;
C';;;
etait;;;
M[lle;;;
Coucou;;;
-;;;
Blanc;;;
,;;;
notre;;;
voisine;;;
,;;;
qui;;;
rentrait;;;
.;;;
A;;;
"
";;;
partir;;;
de;;;
ce;;;
moment;;;
,;;;
je;;;
ne;;;
travaillais;;;
plus;;;
.;;;
Ma;;;
cervelle;;;
emigrait;;;
effron-;;;
"
";;;
tement;;;
chez;;;
la;;;
voisine;;;
et;;;
n';;;
en;;;
bougeait;;;
pas;;;
...;;;
Que;;;
pouvait;;;
-elle;;;
bien;;;
"
";;;
etre;;;
,;;;
cette;;;
mysterieuse;;;
Coucou;LOC;LOC;LOC
-;LOC;LOC;LOC
Blanc;LOC;LOC;LOC
...;;;
Impossible;;;
d';;;
avoir;;;
le;;;
moindre;;;
"
";;;
renseignement;;;
a;;;
son;;;
endroit;;;
...;;;
Si;;;
j';;;
en;;;
parlais;;;
a;;;
acques;;;
,;;;
il;;;
prenait;;;
un;;;
"
";;;
petit;;;
air;;;
en;;;
dessous;;;
pour;;;
me;;;
dire;;;
:;;;
Comment;;;
....;;;
tu;;;
ne;;;
l';;;
as;;;
pas;;;
encore;;;
"
";;;
rencontree;;;
,;;;
notre;;;
voisine;;;
kn;;;
MIais;MISC;MISC;MISC
,;;;
jamais;;;
il;;;
ne;;;
s';;;
expliquait;;;
davantage;;;
.;;;
"
";;;
MIais;MISC;MISC;MISC
je;;;
pensais;;;
:;;;
aIl;;;
ne;;;
veut;;;
pas;;;
que;;;
je;;;
la;;;
connaisse;;;
...;;;
C';;;
est;;;
sans;;;
doute;;;
"
";;;
une;;;
grisette;;;
du;;;
quartier;;;
Latin;MISC;MISC;MISC
.;;;
Et;;;
cette;;;
idee;;;
m';;;
embrasait;;;
la;;;
tete;;;
.;;;
e;;;
"
";;;
me;;;
figurais;;;
quelque;;;
chose;;;
de;;;
frais;;;
,;;;
de;;;
jeune;;;
,;;;
de;;;
joyeux;;;
,;;;
-;;;
une;;;
grisette;;;
,;;;
"
";;;
quoil;;;
Il;;;
n';;;
y;;;
avait;;;
pas;;;
jusqu';;;
a;;;
ce;;;
nom;;;
de;;;
Coucou;LOC;LOC;LOC
-;LOC;LOC;LOC
Blanc;LOC;LOC;LOC
qui;;;
ne;;;
me;;;
part;;;
"
";;;
plein;;;
de;;;
saveur;;;
,;;;
un;;;
de;;;
ces;;;
jolis;;;
sobriquets;;;
d';;;
amour;;;
comme;;;
Musette;MISC;MISC;MISC
ou;;;
"
";;;
MIimi;LOC;LOC;LOC
-;LOC;LOC;LOC
Pinson;LOC;LOC;LOC
.;;;
C';;;
etait;;;
,;;;
dans;;;
tous;;;
les;;;
cas;;;
,;;;
une;;;
Musette;MISC;MISC;MISC
bien;MISC;MISC;MISC
sage;MISC;MISC;MISC
et;;;
"
";;;
bien;;;
rangee;;;
que;;;
ma;;;
voisine;;;
,;;;
une;;;
MIusette;MISC;MISC;MISC
de;;;
Nanterre;LOC;LOC;LOC
,;;;
qui;;;
rentrait;;;
"
";;;
tous;;;
les;;;
soirs;;;
a;;;
la;;;
meme;;;
heure;;;
,;;;
et;;;
toujours;;;
seule;;;
.;;;
Je;;;
savais;;;
cela;;;
pour;;;
"
";;;
avoir;;;
plusieurs;;;
jours;;;
de;;;
suite;;;
,;;;
a;;;
l';;;
heure;;;
ou;;;
elle;;;
arrivait;;;
,;;;
applique;;;
mon;;;
"
";;;
oreille;;;
a;;;
sa;;;
cloison;;;
...;;;
Invariablement;;;
,;;;
voici;;;
ce;;;
que;;;
j';;;
entendais;;;
:;;;
d';;;
abord;;;
"
";;;
comme;;;
un;;;
bruit;;;
de;;;
bouteille;;;
qu';;;
on;;;
debouche;;;
et;;;
rebouche;;;
plusieurs;;;
"
";;;
fois;;;
";";;;
puis;;;
au;;;
bout;;;
d';;;
un;;;
moment;;;
,;;;
pouf;;;
.;;;
la;;;
chute;;;
d';;;
un;;;
corps;;;
tres;;;
"
";;;
lourd;;;
sur;;;
le;;;
parquet;;;
";";;;
et;;;
presque;;;
aussitot;;;
une;;;
petite;;;
voix;;;
grele;;;
,;;;
tres;;;
"
";;;
aigue;;;
,;;;
une;;;
voix;;;
de;;;
grillon;PER;PER;PER
malade;;;
,;;;
entonnant;;;
je;;;
ne;;;
sais;;;
quel;;;
air;;;
a;;;
trois;;;
"
";;;
notes;;;
,;;;
triste;;;
a;;;
faire;;;
pleurer;;;
.;;;
Sur;;;
cet;;;
air;;;
-;;;
la;;;
,;;;
il;;;
y;;;
avait;;;
des;;;
paroles;;;
,;;;
mais;;;
"
";;;
je;;;
ne;;;
les;;;
distinguais;;;
pas;;;
,;;;
excepte;;;
cependant;;;
les;;;
incomprehensibles;;;
"
";;;
syllabes;;;
que;;;
voici;;;
:;;;
-;;;
Tologototignanl;;;
...;;;
tolocototignan;PER;PER;PER
...;;;
-;;;
qui;;;
reve-;;;
"
";;;
naient;;;
de;;;
temps;;;
en;;;
temps;;;
dans;;;
la;;;
chanson;;;
comme;;;
un;;;
refrain;;;
plus;;;
"
";;;
accentue;;;
que;;;
le;;;
reste;;;
.;;;
Cette;;;
singuliere;;;
musique;;;
durait;;;
environ;;;
une;;;
";";;;
,;;;
"
";;;
,;;;
3;;;
"
";;;
L;;;
-;;;
se;;;
"
";;;
.;;;
"
 ";;;
r;;;
"
";;;
tlA;;;
"
";;;
S;MISC;MISC;MISC
"
";MISC;MISC;MISC
-;MISC;MISC;MISC
"
";MISC;MISC;MISC
Lfi;MISC;MISC;MISC
"
";;;
L---;;;
"
 ";;;
..;;;
"
  
";;;
.,4;;;4
"
";;;
72L;;;
"
";;;
-;;;
"
";;;
1;;;
"
 ";;;
LA;;;
"


 


";;;
5;;;
"
";;;
Laf;LOC;LOC;LOC
"
";;;
aA;;;
,;;;
?;;;
"
";;;
R;ORG;ORG;ORG
"
";ORG;ORG;ORG
N;ORG;ORG;ORG
"
";ORG;ORG;ORG
N;ORG;ORG;ORG
"


";ORG;ORG;ORG
B;ORG;ORG;ORG
"
";ORG;ORG;ORG
m.;PER;PER;PER
Li;PER;PER;PER
"
 
";PER;PER;PER
r;PER;PER;PER
"
";;;
.;;;
,;;;
"
";;;
--;;;
,;;;
.;;;
"

";;;
M;;;
"
";;;
i-;;;
"
";;;
I;LOC;LOC;LOC
"
";;;
y;;;
"

 ";;;
A;MISC;MISC;MISC
"
";MISC;MISC;MISC
.A.;MISC;MISC;MISC
"
 ";MISC;MISC;MISC
/;;;
";";;;
"
 ";;;
.-s4ai;;;
"
";;;
ISL5;MISC;MISC;MISC
"
";;;
.;;;
"
";;;
ee;;;
.;;;
"
";;;
k2;MISC;MISC;MISC
.;;;
"
";;;
.;;;
"
";;;
.f;;;
,;;;
.;;;
"
";;;
.;;;
s;;;
"
";;;
rF-;MISC;MISC;MISC
.;;;
"
 
";;;
r;;;
,;;;
"
";;;
-;;;
"
";;;
1-l;;;
";";;;
"


";;;
..;;;
"
";;;
.;;;
"
";;;
m;;;
.;;;
"
";;;
aEE;LOC;LOC;LOC
"
";;;
-;;;
";";;;
";";;;
"
";;;
..;;;
"
";;;
,;;;
N;LOC;LOC;LOC
"
";;;
7;;;
"
 ";;;
A;LOC;LOC;LOC
"
 ";;;
e;;;
"
";;;
.I;;;
"
";;;
1'3;;;
"

";;;
I;MISC;MISC;MISC
A;MISC;MISC;MISC
"
";;;
1;;;
"

";;;
-;;;
"
";;;
AO;;;
';;;
"

";;;
aIt;;;
"

";;;
I.;PER;PER;PER
"
";PER;PER;PER
W;PER;PER;PER
"
";;;
In;;;
"
";;;
1;;;
3;;;
"

 ";;;
,;;;
"


";;;
.;;;
 ;;;
4;;;
.;;;
"

";;;
r.;PER;PER;PER
"
";PER;PER;PER
LI;PER;PER;PER
"
";;;
';;;
"


";;;
A;;;
"
";;;
-;;;
.;;;
"

";;;
yAZ;LOC;LOC;LOC
"

";;;
';;;
LA;;;
"
";;;
iNN;PER;PER;PER
.;;;
';;;
"
";;;
x;LOC;LOC;LOC
"

";LOC;LOC;LOC
Nr;LOC;LOC;LOC
%;;;
,;;;
.;;;
"
 

";;;
E;MISC;MISC;MISC
"
";MISC;MISC;MISC
R;MISC;MISC;MISC
..;MISC;MISC;MISC
"
";MISC;MISC;MISC
W;MISC;MISC;MISC
"
";;;
ag;;;
:;;;
"
";;;
L-;LOC;LOC;LOC
"
";;;
te;;;
,;;;
.;;;
"
";;;
-;;;
N;;;
"
";;;
.--;;;
.;;;
"
";;;
r-;;;
"


";;;
:;;;
"
";;;
g-;;;
"
";;;
t.;;;
"


";;;
-;;;
';;;
"
";;;
2I;ORG;ORG;ORG
"
";;;
.;;;
"
";;;
I5;ORG;ORG;ORG
"
";;;
7;;;
g.;;;
"
";;;
';;;
"
";;;
s;;;
"

";;;
/c-.-;;;
e-;;;
"
";;;
A;MISC;MISC;MISC
"
";MISC;MISC;MISC
K;MISC;MISC;MISC
"

";MISC;MISC;MISC
.-1coUcoU;MISC;MISC;MISC
-;;;
BLANC;;;
ET;;;
LA;;;
DAME;;;
DU;;;
PREMIER;;;
"
";;;
37;;;
"
";;;
heure;;;
";";;;
puis;;;
,;;;
sur;;;
un;;;
dernier;;;
tolocototignan;PER;PER;PER
,;;;
la;;;
voix;;;
s';;;
arretait;;;
tout;;;
a;;;
"
";;;
coup;;;
";";;;
et;;;
je;;;
n';;;
entendais;;;
plus;;;
qu';;;
une;;;
respiration;;;
lente;;;
et;;;
lourde;;;
...;;;
Tout;;;
"
";;;
cela;;;
m';;;
intriguait;;;
beaucoup;;;
.;;;
"
";;;
Un;;;
matin;;;
,;;;
ma;;;
mere;;;
acques;;;
,;;;
qui;;;
venait;;;
de;;;
chercher;;;
del';;;
eau;;;
,;;;
entra;;;
"
";;;
vivement;;;
chez;;;
nous;;;
avec;;;
un;;;
grand;;;
air;;;
de;;;
mystere;;;
et;;;
s';;;
approchant;;;
de;;;
"
";;;
moi;;;
me;;;
dit;;;
tout;;;
bas;;;
:;;;
"
";;;
-;;;
Si;;;
tu;;;
veux;;;
voir;;;
notre;;;
voisine;;;
...;;;
chutl;;;
...;;;
elle;;;
est;;;
l.;;;
"
";;;
D';;;
un;;;
bond;;;
je;;;
fus;;;
sur;;;
le;;;
palier;;;
...;;;
Jacques;PER;PER;PER
ne;;;
m';;;
avait;;;
pas;;;
menti;;;
...;;;
"
";;;
Coucou;;;
-;;;
Blanc;;;
etant;;;
dans;;;
sa;;;
chambre;;;
,;;;
avec;;;
sa;;;
porte;;;
grande;;;
ouverte;;;
";";;;
"
";;;
et;;;
je;;;
pus;;;
enfin;;;
la;;;
comtempler;;;
...;;;
Ohl;PER;PER;PER
Dieul;PER;PER;PER
Ce;;;
ne;;;
fut;;;
qu';;;
une;;;
vision;;;
,;;;
"
";;;
mais;;;
quelle;;;
visionl;PER;PER;PER
...;;;
Imaginez;;;
une;;;
petite;;;
mansarde;;;
completement;;;
"
";;;
nue;;;
,;;;
a;;;
terre;;;
une;;;
paillasse;;;
,;;;
sur;;;
la;;;
cheminee;;;
une;;;
bouteille;;;
d';;;
eau-de-vie;;;
,;;;
"
";;;
au-dessus;;;
de;;;
la;;;
paillasse;;;
un;;;
enorme;;;
et;;;
mysterieux;;;
fer;;;
a;;;
cheval;;;
pendu;;;
"
";;;
au;;;
mur;;;
comme;;;
un;;;
benetier;;;
.;;;
Maintenant;;;
au;;;
milieu;;;
de;;;
ce;;;
chenil;;;
,;;;
"
";;;
figurez;;;
-vous;;;
une;;;
horrible;;;
negresse;PER;PER;PER
avec;;;
de;;;
gros;;;
yeux;;;
de;;;
nacre;;;
,;;;
des;;;
"
";;;
cheveux;;;
courts;;;
,;;;
laineux;;;
et;;;
frises;;;
comme;;;
une;;;
toison;;;
de;;;
brebis;PER;PER;PER
noirc;PER;PER;PER
,;;;
et;;;
"
";;;
n';;;
ayant;;;
pour;;;
vetements;;;
qu';;;
une;;;
camisole;;;
fanee;;;
et;;;
une;;;
vieille;;;
crinoline;;;
"
";;;
rouge;;;
,;;;
sans;;;
rien;;;
dessus;;;
...;;;
C';;;
est;;;
ainsi;;;
que;;;
m';;;
apparut;;;
pour;;;
la;;;
premiere;;;
"
";;;
fois;;;
ma;;;
voisine;;;
Coucou;LOC;LOC;LOC
-;LOC;LOC;LOC
Blanc;LOC;LOC;LOC
,;;;
la;;;
Coucou;LOC;LOC;LOC
-;LOC;LOC;LOC
Blanc;LOC;LOC;LOC
de;;;
mes;;;
reves;;;
,;;;
la;;;
seur;;;
"
";;;
de;;;
Mimi;PER;PER;PER
-;PER;PER;PER
Pinson;PER;PER;PER
et;;;
de;;;
Bernerette;PER;PER;PER
...;;;
O;;;
province;;;
romanesque;;;
,;;;
que;;;
ceci;;;
"
";;;
te;;;
serve;;;
de;;;
legconl;PER;PER;PER
...;;;
"
";;;
--;;;
Eh;PER;PER;PER
bienl;PER;PER;PER
me;;;
dit;;;
Jacques;PER;PER;PER
en;;;
me;;;
voyant;;;
rentrer;;;
,;;;
eh;;;
bien;;;
l;;;
comment;;;
"
";;;
la;;;
trouves;;;
...;;;
Il;;;
n';;;
acheva;;;
pas;;;
sa;;;
phrase;;;
et;;;
,;;;
devant;;;
ma;;;
mine;;;
deconfite;;;
,;;;
"
";;;
partit;;;
d';;;
un;;;
immense;;;
eclat;;;
de;;;
rire;;;
.;;;
';;;
eus;;;
le;;;
bon;;;
esprit;;;
de;;;
faire;;;
comme;;;
"
";;;
lui;;;
,;;;
et;;;
nous;;;
voila;;;
riant;;;
de;;;
toutes;;;
nos;;;
forces;;;
l';;;
un;;;
en;;;
face;;;
de;;;
l';;;
autre;;;
"
";;;
sans;;;
pouvoir;;;
parler;;;
.;;;
A;;;
ce;;;
moment;;;
,;;;
par;;;
la;;;
porte;;;
entre-baillee;;;
,;;;
une;;;
"
";;;
grosse;;;
tete;;;
noire;;;
se;;;
glissa;;;
dans;;;
la;;;
chambre;;;
et;;;
disparut;;;
presque;;;
aussitot;;;
"
";;;
en;;;
nous;;;
criant;;;
:;;;
 ;;;
Blancs;ORG;ORG;ORG
moquer;;;
negre;;;
,;;;
pas;;;
joli.n;;;
Vous;;;
pensez;;;
si;;;
nous;;;
"
";;;
rimes;;;
de;;;
plus;;;
belle;;;
...;;;
"
";;;
Quand;;;
notre;;;
gaiete;;;
fut;;;
un;;;
peu;;;
calmee;;;
,;;;
Jacques;PER;PER;PER
m';;;
apprit;;;
que;;;
la;;;
"
";;;
negresse;PER;PER;PER
Coucou;PER;PER;PER
-;;;
Blanc;;;
etait;;;
au;;;
service;;;
de;;;
la;;;
dame;;;
du;;;
premier;;;
";";;;
dans;;;
"
";;;
la;;;
maison;;;
,;;;
on;;;
l';;;
accusait;;;
d';;;
etre;;;
un;;;
peu;;;
sorciere;;;
";";;;
a;;;
preuve;;;
,;;;
le;;;
fer;;;
a;;;
cheval;;;
,;;;
"
";;;
symbole;;;
du;;;
culte;;;
Vaudoux;PER;PER;PER
,;;;
qui;;;
pendait;;;
au-dessus;;;
de;;;
sa;;;
paillasse;;;
.;;;
On;;;
"
";;;
disait;;;
aussi;;;
que;;;
tous;;;
les;;;
soirs;;;
,;;;
quand;;;
sa;;;
maitresse;;;
etait;;;
sortie;;;
,;;;
Coucou-;MISC;MISC;MISC
"
";MISC;MISC;MISC
Blanc;MISC;MISC;MISC
s';;;
enfermait;;;
dans;;;
sa;;;
mansarde;;;
,;;;
buvait;;;
de;;;
l';;;
eau-de-vie;;;
jusqu';;;
a;;;
"
";;;
tomber;;;
ivre;;;
morte;;;
,;;;
et;;;
chantait;;;
des;;;
chansons;;;
negres;;;
une;;;
partie;;;
de;;;
la;;;
"
";;;
nuit;;;
.;;;
Ceci;;;
m';;;
expliquait;;;
tous;;;
les;;;
bruits;;;
mysterieux;;;
qui;;;
venaient;;;
de;;;
"
";;;
chez;;;
ma;;;
voisine;;;
:;;;
la;;;
bouteille;LOC;LOC;LOC
debouchee;LOC;LOC;LOC
,;;;
la;;;
chute;;;
sur;;;
le;;;
parquet;;;
,;;;
et38;;;
"
";;;
LE;MISC;MISC;MISC
PETIT;MISC;MISC;MISC
CHOSE;MISC;MISC;MISC
"
";MISC;MISC;MISC
l';MISC;MISC;MISC
air;MISC;MISC;MISC
monotone;MISC;MISC;MISC
a;;;
trois;;;
notes;;;
.;;;
Quant;;;
au;;;
tolocototignan;PER;PER;PER
,;;;
il;;;
parait;;;
que;;;
c';;;
est;;;
"
";;;
une;;;
sorte;;;
d';;;
onomatopee;;;
,;;;
tres;;;
repandue;;;
chez;;;
les;;;
negres;;;
du;;;
Cap;;;
,;;;
quelque;;;
"
";;;
chose;;;
comme;;;
notre;;;
lon;;;
,;;;
lan;MISC;MISC;MISC
,;;;
la;;;
,;;;
";";;;
les;;;
Pierre;PER;PER;PER
Dupont;PER;PER;PER
en;;;
ebene;PER;PER;PER
mettent;;;
"
";;;
de;;;
ca;MISC;MISC;MISC
dans;;;
toutes;;;
leurs;;;
chansons;;;
.;;;
"
";;;
A;LOC;LOC;LOC
partir;;;
de;;;
ce;;;
jour;;;
,;;;
ai;;;
-je;;;
besoin;;;
de;;;
le;;;
dire;;;
?;;;
le;;;
voisinage;;;
de;;;
Coucou-;LOC;LOC;LOC
"
";LOC;LOC;LOC
Blanc;LOC;LOC;LOC
ne;;;
me;;;
donna;;;
plus;;;
autant;;;
de;;;
distraction;;;
.;;;
Le;;;
soir;;;
,;;;
quand;;;
elle;;;
"
";;;
montait;;;
,;;;
mon;;;
coeur;;;
ne;;;
trottait;;;
plus;;;
si;;;
vite;;;
";";;;
jamais;;;
je;;;
ne;;;
me;;;
derangeais;;;
"
";;;
plus;;;
pour;;;
aller;;;
coller;;;
mon;;;
oreille;;;
a;;;
la;;;
cloison;;;
..;;;
Quelquefois;;;
pourtant;;;
,;;;
"
";;;
dans;;;
le;;;
silence;;;
de;;;
la;;;
nuit;;;
,;;;
les;;;
tolocototignan;PER;PER;PER
venaient;;;
jusqu';;;
a;;;
ma;;;
table;;;
,;;;
"
";;;
et;;;
j';;;
eprouvais;;;
je;;;
ne;;;
sais;;;
quel;;;
vague;;;
malaise;;;
en;;;
entendant;;;
ce;;;
triste;;;
.;;;
"
";;;
refrain;;;
";";;;
on;;;
et;;;
dit;;;
que;;;
je;;;
pressentais;;;
le;;;
role;;;
qu';;;
il;;;
allait;;;
jouer;;;
dans;;;
"
";;;
ma;;;
vie;;;
...;;;
"
";;;
Sur;;;
ces;;;
entrefaites;;;
,;;;
ma;;;
mere;;;
acques;;;
trouva;;;
une;;;
place;;;
de;;;
teneur;;;
de;;;
"
";;;
livres;;;
a;;;
cinquante;;;
francs;;;
par;;;
mois;;;
chez;;;
un;;;
petit;;;
marchand;;;
de;;;
fer;;;
,;;;
ou;;;
"
";;;
il;;;
devait;;;
se;;;
rendre;;;
tous;;;
les;;;
soirs;;;
en;;;
sortant;;;
de;;;
chez;;;
le;;;
marquis;;;
.;;;
Le;;;
pauvre;;;
"
";;;
gargcon;;;
m';;;
apprit;;;
cette;;;
bonne;;;
nouvelle;;;
,;;;
moitie;;;
content;;;
,;;;
moitie;;;
fache;;;
.;;;
"
 ";;;
Comment;;;
feras;;;
-;;;
tu;;;
pour;;;
aller;;;
la;;;
-;;;
bas;;;
';;;
lui;;;
dis;;;
-je;;;
tout;;;
de;;;
suite;;;
.;;;
Il;;;
me;;;
"
";;;
repondit;;;
,;;;
les;;;
yeux;;;
pleine;;;
de;;;
larmes;;;
:;;;
 ;;;
I';;;
ai;;;
le;;;
dimanche;;;
.;;;
 ;;;
Et;;;
des;;;
lors;;;
,;;;
"
";;;
comme;;;
il;;;
l';;;
avait;;;
dit;;;
,;;;
il;;;
n';;;
alla;;;
plus;;;
la;;;
-;;;
bas;;;
que;;;
le;;;
dimanche;;;
,;;;
mais;;;
cela;;;
"
";;;
lui;;;
cotait;;;
,;;;
bien;;;
sur;;;
.;;;
"
";;;
Quel;;;
etait;;;
donc;;;
ce;;;
ld;;;
-;;;
bas;;;
si;;;
seduisant;;;
qui;;;
tenait;;;
tant;;;
a;;;
ceur;;;
a;;;
ma;;;
"
";;;
mere;;;
Jacques;PER;PER;PER
r;PER;PER;PER
...;;;
Je;;;
n';;;
aurais;;;
pas;;;
ete;ORG;ORG;ORG
fache;;;
de;;;
le;;;
connaitre;;;
.;;;
Malheureu-;PER;PER;PER
"
";;;
sement;;;
on;;;
ne;;;
me;;;
proposait;;;
jamais;;;
de;;;
m';;;
emmener;;;
";";;;
et;;;
moi;;;
,;;;
j';;;
etais;;;
trop;;;
"
";;;
fier;;;
pour;;;
le;;;
demander;;;
.;;;
Le;;;
moyen;;;
d';;;
ailleurs;;;
d';;;
aller;;;
quelque;;;
part;;;
,;;;
avec;;;
"
";;;
mes;;;
caoutchoucs;;;
...;;;
Un;;;
dimanche;;;
pourtant;;;
,;;;
au;;;
moment;;;
de;;;
partir;;;
chez;;;
"
";;;
Pierrotte;LOC;LOC;LOC
,;;;
acques;;;
me;;;
dit;;;
avec;;;
un;;;
peu;;;
d';;;
embarras;;;
:;;;
"
";;;
-;;;
Est;;;
-ce;;;
que;;;
tu;;;
n';;;
aurais;;;
pas;;;
envie;;;
de;;;
m';;;
accompagner;;;
ld;LOC;LOC;LOC
-;LOC;LOC;LOC
bas;LOC;LOC;LOC
,;;;
"
";;;
petit;;;
DanielP;PER;PER;PER
Tu;;;
leur;;;
ferais;;;
srement;;;
un;;;
grand;;;
plaisir;;;
.;;;
"
";;;
-;;;
Mais;;;
,;;;
mon;;;
cher;;;
,;;;
tu;;;
plaisantes;;;
...;;;
"
";;;
-;;;
Oui;;;
,;;;
je;;;
le;;;
sais;;;
bien;;;
..;;;
Le;;;
salon;;;
de;;;
Pierrotte;LOC;LOC;LOC
n';;;
est;;;
guere;;;
la;;;
place;;;
"
";;;
d';;;
un;;;
poete;;;
...;;;
Ils;;;
sont;;;
la;;;
un;;;
tas;;;
de;;;
vieilles;;;
peaux;;;
de;;;
lapins;;;
..;;;
"
";;;
-;;;
Ohl;;;
ce;;;
n';;;
est;;;
pas;;;
pour;;;
cela;;;
,;;;
Jacques;PER;PER;PER
";";;;
c';;;
est;;;
seulement;;;
a;;;
cause;;;
"
";;;
de;;;
mon;;;
costume;;;
...;;;
"
";;;
--;;;
Tiensl;PER;PER;PER
au;;;
fait;;;
..;;;
je;;;
n';;;
y;;;
songeais;;;
pas;;;
,;;;
dit;;;
Jacques;PER;PER;PER
.;;;
"
";;;
Et;;;
il;;;
partit;;;
comme;;;
enchante;;;
d';;;
avoir;;;
une;;;
vraie;;;
raison;;;
pour;;;
ne;;;
pas;;;
"
";;;
m';;;
emmener;;;
.;;;
"
";;;
A;LOC;LOC;LOC
peine;;;
au;;;
bas;;;
de;;;
l';;;
escalier;;;
,;;;
le;;;
voila;;;
qui;;;
remonte;;;
et;;;
vient;;;
vers;;;
moi;;;
"
";;;
tout;;;
essouffle.coUcoU;MISC;MISC;MISC
-;MISC;MISC;MISC
BLANC;MISC;MISC;MISC
ET;MISC;MISC;MISC
LA;MISC;MISC;MISC
DAME;MISC;MISC;MISC
DU;MISC;MISC;MISC
PREMIER;MISC;MISC;MISC
"
";;;
39;;;
"
";;;
--;;;
Daniel;PER;PER;PER
,;;;
me;;;
dit;;;
-il;;;
,;;;
si;;;
tu;;;
avais;;;
eu;;;
des;;;
souliers;;;
et;;;
une;;;
jaquette;;;
"
";;;
presentable;;;
,;;;
m';;;
aurais;;;
-;;;
tu;;;
accompagne;;;
chez;;;
Pierrotte;LOC;LOC;LOC
?;;;
"
";;;
-;;;
Pourquoi;;;
pas;;;
.;;;
"
";;;
--;;;
Eh;PER;PER;PER
bienl;PER;PER;PER
alors;;;
,;;;
viens;;;
...;;;
je;;;
vais;;;
t';;;
acheter;;;
tout;;;
ce;;;
qu';;;
il;;;
te;;;
faut;;;
,;;;
"
";;;
nous;;;
irons;;;
la;;;
-;;;
bas;;;
.;;;
"
";;;
Je;;;
le;;;
regardai;;;
,;;;
stupefait;;;
.;;;
 ;;;
C';;;
est;;;
la;;;
fin;;;
du;;;
mois;;;
,;;;
j';;;
ai;;;
de;;;
l';;;
argent;;;
,;;;
"
";;;
ajouta;;;
-t;;;
-il;;;
pour;;;
me;;;
convaincre;;;
.;;;
';;;
etais;LOC;LOC;LOC
si;;;
content;;;
de;;;
l';;;
ide;;;
d';;;
avoir;;;
des;;;
"
";;;
nippes;;;
fraiches;;;
que;;;
je;;;
ne;;;
remarquai;;;
pas;;;
l';;;
emotion;;;
de;;;
acques;;;
ni;;;
le;;;
"
";;;
ton;;;
singulier;;;
dont;;;
il;;;
parlait;;;
.;;;
Ce;;;
n';;;
est;;;
que;;;
plus;;;
tard;;;
que;;;
je;;;
songeai;;;
a;;;
"
";;;
tout;;;
cela;;;
.;;;
Pour;;;
le;;;
moment;;;
je;;;
lui;;;
sautai;;;
au;;;
cou;;;
,;;;
et;;;
nous;;;
partimes;;;
chez;;;
"
";;;
Pierrotte;LOC;LOC;LOC
,;;;
en;;;
passant;;;
par;;;
le;;;
Palais;LOC;LOC;LOC
-;LOC;LOC;LOC
Royal;LOC;LOC;LOC
,;;;
oi;;;
je;;;
m';;;
habillai;;;
de;;;
neuf;;;
chez;;;
"
";;;
un;;;
fripier;;;
.;;;
W1;PER;PER;PER
"
";PER;PER;PER
LE;PER;PER;PER
ROMAN;PER;PER;PER
DE;MISC;MISC;MISC
PIERROTTE;MISC;MISC;MISC
"
";MISC;MISC;MISC
Quand;MISC;MISC;MISC
Pierrotte;MISC;MISC;MISC
avait;;;
vingt;;;
ans;;;
,;;;
si;;;
on;;;
lui;;;
avait;;;
predit;ORG;ORG;ORG
qu';;;
un;;;
jour;;;
"
";;;
il;;;
succederait;;;
 ;;;
MI;LOC;LOC;LOC
.;;;
Lalouette;PER;PER;PER
dans;;;
le;;;
commerce;;;
des;;;
porcelaines;;;
,;;;
qu';;;
il;;;
"
";;;
aurait;;;
deux;;;
cent;;;
mille;;;
francs;;;
chez;;;
son;;;
notaire;;;
-;;;
Pierrotte;LOC;LOC;LOC
,;;;
un;;;
notaire;;;
.;;;
"
";;;
-;;;
et;;;
une;;;
superbe;;;
boutique;;;
a;;;
l';;;
angle;;;
du;;;
passage;;;
du;;;
Saumon;LOC;LOC;LOC
,;;;
on;;;
l';;;
aurait;;;
"
";;;
beaucoup;;;
etonne;;;
.;;;
"
";;;
Pierrotte;LOC;LOC;LOC
,;;;
a;;;
vingt;;;
ans;;;
,;;;
n';;;
etait;;;
jamais;;;
sorti;;;
de;;;
son;;;
village;;;
,;;;
portait;;;
"
";;;
de;;;
gros;;;
esclots;;;
en;;;
sapin;MISC;MISC;MISC
des;MISC;MISC;MISC
Cevennes;MISC;MISC;MISC
,;;;
ne;;;
savait;;;
pas;;;
un;;;
mot;;;
de;;;
frangais;LOC;LOC;LOC
"
";;;
et;;;
gagnait;;;
cent;;;
ecus;;;
par;;;
an;;;
a;;;
elever;;;
des;;;
vers;;;
a;;;
soie;;;
";";;;
solide;;;
compagnon;;;
"
";;;
du;;;
reste;;;
,;;;
beau;;;
danseur;;;
de;;;
bourree;;;
,;;;
aimant;;;
rire;;;
et;;;
chanter;;;
la;;;
gloire;;;
,;;;
"
";;;
mais;;;
toujours;;;
d';;;
une;;;
maniere;;;
honnete;;;
et;;;
sans;;;
faire;;;
de;;;
tort;;;
aux;;;
caba-;;;
"
";;;
retiers;;;
.;;;
Comme;;;
tous;;;
les;;;
gars;;;
de;;;
son;;;
age;;;
,;;;
Pierrotte;LOC;LOC;LOC
avait;;;
une;;;
bonne;;;
"
";;;
amie;;;
,;;;
qu';;;
il;;;
allait;;;
attendre;;;
le;;;
