Token;Label_AB;Label_AA;Label_CF;Label_LM;Label_MB
ereus6de;;;;;
"
";;;;;
deux;;;;;
pieds;;;;;
";";;;;;
etdans;;;;;
l6table;;;;;
un;;;;;
petit;;;;;
endroit;;;;;
qui;;;;;
];;;;;
"
";;;;;
nexiste;;;;;
pas;;;;;
.;;;;;
ordinairement;;;;;
dans;;;;;
les;;;;;
maisons;;;;;
de;;;;;
"
";;;;;
paysans;;;;;
,;;;;;
et;;;;;
auqnel;PER;PER;PER;PER;PER
leanne;PER;PER;PER;PER;PER
tenit;PER;PER;PER;PER;PER
beaueoup-;;;;;
par;;;;;
];;;;;
"
";;;;;
propreli;;;;;
.;;;;;
An;;;;;
-;;;;;
dessus;;;;;
,;;;;;
deu;PER;PER;PER;PER;PER
cehambres;PER;PER;PER;PER;PER
et;;;;;
un;;;;;
petit;;;;;
];;;;;
"
";;;;;
escalier;;;;;
pour;;;;;
aller;;;;;
au;;;;;
"grenier;-ear";;-ear;;;
eanne;;;;;
trouvait;;;;;
];;;;;
"
";;;;;
bien;;;;;
luaid;PER;PER;PER;PER;PER
pour;;;;;
une;;;;;
temme;;;;;
de;;;;;
monter;;;;;
 ;;;;;
lehelle,]fROI8IkIE;;]fROI8IkIE;;;]fROI8IkIE
PARIR;MISC;MISC;MISC;MISC;MISC
.;;;;;
"
";;;;;
18;;;;;
"
";;;;;
Mais;;;;;
il;;;;;
fhllait;;;;;
au;;;;;
moins;;;;;
uine;;;;;
eents;;;;;
trans;;;;;
pouar;;;;;
"
";;;;;
r;;;;;
ostts;;;;;
maiaon;;;;;
,;;;;;
et;;;;;
gunl;PER;PER;PER;PER;PER
Iouis;PER;PER;PER;PER;PER
touvait;;;;;
ue;;;;;
"
";;;;;
uu;LOC;LOC;LOC;LOC;LOC
bisn;LOC;LOC;LOC;LOC;LOC
lurl;;;;;
pour;;;;;
sa;;;;;
hourse;;;;;
.;;;;;
Mttrs;PER;PER;PER;PER;PER
Tixiee;PER;PER;PER;PER;PER
];;;;;
"
";;;;;
lui;;;;;
dit;;;;;
:;;;;;
"
 ";;;;;
an;;;;;
inquiet;;;;;
p.;;;;;
grnd;;;;;
euis;;;;;
:;;;;;
Ie;PER;PER;PER;PER;PER
t;;;;;
e-;;;;;
"
";;;;;
wai;;;;;
eot;;;;;
nus;;;;;
tno;;;;;
ramhoursabls;PER;PER;PER;PER;PER
en;;;;;
eee-;;;;;
"
";;;;;
aosns;PER;PER;PER;PER;PER
jimna;PER;PER;PER;PER;PER
 ;PER;PER;;PER;PER
4tsr;;;;;
sre;;;;;
esaswuenent;;;;;
.;;;;;
e;PER;PER;PER;PER;PER
te-;PER;PER;PER;PER;PER
];;;;;
"
";;;;;
ti;PER;PER;PER;PER;PER
ggns;PER;PER;PER;PER;PER
";";;;;;
do;PER;PER;PER;PER;PER
oawe;PER;PER;PER;PER;PER
fin;;;;;
,;;;;;
ta;;;;;
peuns;;;;;
es;;;;;
-;;;;;
exrer;;;;;
"
";;;;;
un;;;;;
peu;;;;;
d';;;;;
avaneoe;;;;;
.;;;;;
"
";;;;;
2Gi;;;;;
,;;;;;
ehe;;;;;
eetei;;;;;
];;;;;
"
";;;;;
lit;;;;;
Jeuanno;PER;PER;PER;PER;PER
";";;;;;
qund;PER;PER;PER;PER;PER
j;PER;PER;PER;PER;PER
seri;PER;PER;PER;PER;PER
dans;;;;;
nots;PER;PER;PER;PER;PER
mison;PER;PER;PER;PER;PER
,;;;;;
I;LOC;LOC;LOC;LOC;LOC
];;;;;
"
";;;;;
ponserai;;;;;
toujours;;;;;
qus;;;;;
cest;;;;;
 ;;;;;
vous;;;;;
queje;;;;;
dois;;;;;
mon;;;;;
"
";;;;;
honheur;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
0n;PER;PER;PER;PER;PER
oomn;PER;PER;PER;PER;PER
la;PER;PER;PER;PER;PER
maison;PER;PER;PER;PER;PER
dt;PER;PER;PER;PER;PER
eanne;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
a;;;;;
Puisque;;;;;
veus;PER;PER;PER;PER;PER
voule;PER;PER;PER;PER;PER
htir;PER;PER;PER;PER;PER
,;;;;;
mes;;;;;
,;;;;;
enfnt;;;;;
,;;;;;
dil;;;;;
];;;;;
"
";;;;;
matt6;;;;;
Tiier;PER;PER;PER;PER;PER
an;PER;PER;PER;PER;PER
rentrant;;;;;
ehes;;;;;
';;;;;
lui;;;;;
,;;;;;
aommence;;;;;
];;;;;
"
";;;;;
done;;;;;
tout;;;;;
de;;;;;
suite;;;;;
";";;;;;
peur;;;;;
u';;;;;
uns;;;;;
maison;;;;;
soeit;;;;;
saie;;;;;
];;;;;
"
";;;;;
1tnt;;;;;
qu';;;;;
lloschoiumoinpendnt;PER;PER;PER;PER;PER
un;;;;;
sn;;;;;
,;;;;;
Gnl;PER;PER;PER;PER;PER
];;;;;
"
";;;;;
iou;;;;;
,;;;;;
s;;;;;
n';;;;;
sst;;;;;
ps;;;;;
eneoelsiemp;;;;;
dsee;PER;PER;PER;PER;PER
teiP;PER;PER;PER;PER;PER
";";;;;;
];;;;;
"
 ";;;;;
do;;;;;
os;;;;;
qu';;;;;
il;;;;;
ny;;;;;
a;;;;;
pas;;;;;
grn';;;;;
choso;ORG;ORG;ORG;ORG;ORG
a;;;;;
fir;;;;;
ii;;;;;
];;;;;
"
";;;;;
pur;;;;;
te;;;;;
proeurer;MISC;MISC;MISC;MISC;MISC
des;MISC;MISC;MISC;MISC;MISC
mitriaux;MISC;MISC;MISC;MISC;MISC
.;;;;;
"
";;;;;
iii;;;;;
inGinaaseP-;;;;;
];;;;;
"
";;;;;
nuud;;;;;
,;;;;;
qui;;;;;
a;;;;;
ui;;;;;
bn;;;;;
cheal;;;;;
at;;;;;
qui;;;;;
me;;;;;
conduine;;;;;
];;;;;
"
";;;;;
sut;;;;;
os;;;;;
qui;;;;;
est;;;;;
nissssaire;;;;;
.;;;;;
Il;;;;;
n';;;;;
est;;;;;
ps;ORG;ORG;ORG;ORG;ORG
juste;;;;;
e;;;;;
];;;;;
"
";;;;;
jmploi;;;;;
pour;;;;;
moi;;;;;
l;;;;;
emp;;;;;
e;;;;;
ee;;;;;
e;;;;;
p----;;;;;
];;;;;
"
";;;;;
LZ;MISC;MISC;MISC;MISC;MISC
nnoi;MISC;MISC;MISC;MISC;MISC
,;;;;;
i;MISC;MISC;MISC;MISC;MISC
we;MISC;MISC;MISC;MISC;MISC
ai;MISC;MISC;MISC;MISC;MISC
ail;MISC;MISC;MISC;MISC;MISC
ist;MISC;MISC;MISC;MISC;MISC
ise;MISC;MISC;MISC;MISC;MISC
ile;MISC;MISC;MISC;MISC;MISC
];;;;;
"
";;;;;
brave;;;;;
domestique;;;;;
qui;;;;;
m';;;;;
a;;;;;
servi;;;;;
pendant;;;;;
guie;PER;PER;PER;PER;PER
];;;;;
"
";;;;;
ans;;;;;
";";;;;;
je;;;;;
nenendas;;;;;
pas;;;;;
que;;;;;
 ;;;;;
t;;;;;
serves;;;;;
danutrse;;;;;
];;;;;
"
";;;;;
betes;;;;;
que;;;;;
des;;;;;
miennes;;;;;
.;;;;;
"
";;;;;
i;;;;;
 ;;;;;
inieu;;;;;
ee;;;;;
i;;;;;
];;;;;
RANNB;MISC;MISC;MISC;MISC;MISC
RPa0UsR;;;;;
R;;;;;
MknR;;;;;
,;;;;;
"
";;;;;
13s;;;;;
"
";;;;;
duns;;;;;
le;;;;;
champ;LOC;LOC;LOC;LOC;LOC
de;LOC;LOC;LOC;LOC;LOC
lanne;LOC;LOC;LOC;LOC;LOC
,;;;;;
at;LOC;LOC;LOC;LOC;LOC
l';;;;;
on;;;;;
mit;;;;;
les;;;;;
ouvriers;;;;;
"
 ";;;;;
orauser;;;;;
las;;;;;
fndations;;;;;
.;;;;;
In;;;;;
btisso;MISC;MISC;MISC;MISC;MISC
allait;;;;;
aon;PER;PER;PER;PER;PER
"
";;;;;
train;;;;;
";";;;;;
at;;;;;
quand;;;;;
leanne;LOC;LOC;LOC;LOC;LOC
n';;;;;
avait;;;;;
rien;;;;;
 ;;;;;
faire;;;;;
,;;;;;
olleo;;;;;
"
";;;;;
promenait;;;;;
Ia;PER;PER;PER;PER;PER
petita;PER;PER;PER;PER;PER
Nannetto;PER;PER;PER;PER;PER
juque;;;;;
lA;;;;;
";";;;;;
si;;;;;
ls;PER;PER;PER;PER;PER
"
";PER;PER;PER;PER;PER
oivriers;PER;PER;PER;PER;PER
ne;;;;;
oomprenaient;;;;;
pas;;;;;
hien;;;;;
la;;;;;
plan;;;;;
de;;;;;
"
";;;;;
Mma;PER;PER;PER;PER;PER
Isauro;PER;PER;PER;PER;PER
,;;;;;
elle;;;;;
l;;;;;
leur;;;;;
expliuait;;;;;
.;;;;;
"
";;;;;
Aprs;;;;;
lua;MISC;MISC;MISC;MISC;MISC
moisson;MISC;MISC;MISC;MISC;MISC
,;;;;;
on;;;;;
posu;PER;PER;PER;PER;PER
la;PER;PER;PER;PER;PER
eharpete;PER;PER;PER;PER;PER
";";;;;;
mie;;;;;
"
";;;;;
lon;;;;;
nanduisit;;;;;
pas;;;;;
enore;;;;;
les;;;;;
murs;;;;;
,;;;;;
ufin;PER;PER;PER;PER;PER
quils;PER;PER;PER;PER;PER
"
";PER;PER;PER;PER;PER
oussont;PER;PER;PER;PER;PER
le;;;;;
temps;;;;;
de;;;;;
s6cher;PER;PER;PER;PER;PER
antihrement;;;;;
jusquau;;;;;
"
";;;;;
printemps;;;;;
suiant;;;;;
.;;;;;
Qund;PER;PER;PER;PER;PER
l;PER;PER;PER;PER;PER
maieo;PER;PER;PER;PER;PER
fut;;;;;
couvest;;;;;
,;;;;;
"
";;;;;
Ieanna;PER;PER;PER;PER;PER
dit;;;;;
qu';;;;;
il;;;;;
fllait;;;;;
heher;PER;PER;PER;PER;PER
ls;PER;PER;PER;PER;PER
jardin;PER;PER;PER;PER;PER
,;;;;;
afin;;;;;
ds;PER;PER;PER;PER;PER
lo;PER;PER;PER;PER;PER
"
";;;;;
planter;;;;;
h;;;;;
lautomne;;;;;
.;;;;;
"
";;;;;
a;;;;;
Je;;;;;
veux;;;;;
beaueoup;;;;;
d';;;;;
arbres;;;;;
fruitiors;;;;;
,;;;;;
dit;;;;;
-elle;;;;;
,;;;;;
"
";;;;;
et;;;;;
de;;;;;
toules;;;;;
les;;;;;
espces;;;;;
.;;;;;
Il;;;;;
y;;;;;
en;;;;;
aura;;;;;
au;;;;;
hord;MISC;MISC;MISC;MISC;MISC
des;;;;;
"
";;;;;
alles;;;;;
qui;;;;;
couperont;;;;;
l;;;;;
jardin;;;;;
en;;;;;
quatre;;;;;
oarr6es;;;;;
,;;;;;
"
";;;;;
et;;;;;
puis;;;;;
dans;;;;;
clle;;;;;
qui;;;;;
en;;;;;
fer;;;;;
le;;;;;
tour;;;;;
";";;;;;
et;;;;;
je;;;;;
ex;;;;;
"
";;;;;
des;;;;;
pthers;LOC;LOC;LOC;LOC;LOC
le;;;;;
long;;;;;
du;;;;;
mur;;;;;
au;;;;;
midi;;;;;
,;;;;;
et;;;;;
des;;;;;
treil-1;MISC;MISC;MISC;MISC;MISC
"
";;;;;
les;;;;;
qui;;;;;
garniront;;;;;
notre;;;;;
galerie;;;;;
.;;;;;
n;;;;;
"
";;;;;
Mattre;LOC;LOC;LOC;LOC;LOC
Tier;;;;;
s'6tonne;;;;;
e;;;;;
Jeanne;PER;PER;PER;PER;PER
veaIlae;;;;;
tant;;;;;
darbres;;;;;
"
";;;;;
dans;;;;;
son;;;;;
iardin;;;;;
.;;;;;
"
";;;;;
a;;;;;
Que;MISC;MISC;MISC;MISC;MISC
veux;MISC;MISC;MISC;MISC;MISC
-;;;;;
tu;;;;;
done;;;;;
faire;;;;;
de;;;;;
tous;;;;;
ces;;;;;
arbres;;;;;
,;;;;;
];;;;;
"
";;;;;
ma;;;;;
lJeannef;PER;PER;PER;PER;PER
lui;;;;;
dit;;;;;
son;;;;;
mattre;;;;;
.;;;;;
"
";;;;;
L;;;;;
n;;;;;
ur;;;;;
ils;;;;;
rapporteront;;;;;
,;;;;;
note;;;;;
mtte;;;;;
:;;;;;
et;;;;;
"
";;;;;
ce;;;;;
sera;;;;;
le;;;;;
profit;;;;;
da;;;;;
Nannette;LOC;LOC;LOC;LOC;LOC
,;;;;;
qui;;;;;
vendra;;;;;
leurs;;;;;
"
";;;;;
fruits;;;;;
a;;;;;
la;;;;;
ville;;;;;
,;;;;;
Vous;;;;;
verrez;;;;;
comme;;;;;
elle;;;;;
sera;;;;;
fire;;;;;
"
";;;;;
le;;;;;
vous;;;;;
porter;;;;;
ses;;;;;
premieres;;;;;
pehes;;;;;
l;;;;;
"
";;;;;
.-;;;;;
.;;;;;
E;;;;;
 ;;;;;
oomment;;;;;
empecheras;;;;;
-;;;;;
tu;;;;;
ton;;;;;
b6til;;;;;
de;;;;;
"
";;;;;
mettre;;;;;
le;;;;;
jardin;;;;;
en;;;;;
frichek;;;;;
"
";;;;;
-;;;;;
Mais;;;;;
la;;;;;
porte;;;;;
de;;;;;
l'6table;;;;;
donne;;;;;
sur;;;;;
le;;;;;
ctt6;;;;;
"
";;;;;
et;;;;;
au;;;;;
couchant;;;;;
";";;;;;
on;;;;;
fermera;;;;;
la;;;;;
petite;;;;;
eour;;;;;
,;;;;;
et;;;;;
au-1st;;;;;
"
";;;;;
TRISIM;PER;PER;PER;PER;PER
MRTI;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
oun;PER;PER;PER;PER;PER
aninul;;;;;
,;;;;;
pas;;;;;
mem;ORG;ORG;ORG;ORG;ORG
les;;;;;
poules;;;;;
,;;;;;
nviandraduans;;;;;
];;;;;
"
";;;;;
man;;;;;
jardin;;;;;
.;;;;;
Cest;;;;;
votre;;;;;
gndra;PER;PER;PER;PER;PER
qui;;;;;
m';;;;;
a;;;;;
donn;;;;;
oetlo;;;;;
];;;;;
"
";;;;;
il6e;LOC;LOC;LOC;LOC;LOC
-;LOC;LOC;LOC;LOC;LOC
la;LOC;LOC;LOC;LOC;LOC
,;;;;;
quanl;PER;PER;PER;PER;PER
j;PER;PER;PER;PER;PER
li;PER;PER;PER;PER;PER
ni;;;;;
lit;;;;;
uobien;;;;;
je;;;;;
tuuvais;;;;;
];;;;;
"
";;;;;
dsagruabl;;;;;
d';;;;;
aair;;;;;
la;;;;;
fumier;;;;;
davuant;;;;;
ma;;;;;
porte;;;;;
];;;;;
"
";;;;;
pour;;;;;
aompester;;;;;
mi;;;;;
maiaon;;;;;
.;;;;;
It;;;;;
-;;;;;
e;;;;;
que;;;;;
veus;PER;PER;PER;PER;PER
ereye;;;;;
];;;;;
"
";;;;;
notre;;;;;
muftre;;;;;
,;;;;;
que;;;;;
les;;;;;
gene;;;;;
du;;;;;
bourg;;;;;
en;;;;;
vaudruaiaent;;;;;
];;;;;
"
";;;;;
pis;;;;;
,;;;;;
sils;PER;PER;PER;PER;PER
planuuisnt;PER;PER;PER;PER;PER
ds;PER;PER;PER;PER;PER
vignes;PER;PER;PER;PER;PER
et;;;;;
des;;;;;
arbrs;;;;;
le;;;;;
];;;;;
"
";;;;;
long;;;;;
do;;;;;
lours;;;;;
murs;;;;;
,;;;;;
aomnms;;;;;
on;;;;;
fait;;;;;
dans;;;;;
tta;;;;;
Nor-;MISC;MISC;MISC;MISC;MISC
];;;;;
"
";;;;;
mundio;;;;;
oi;;;;;
Durunl;PER;PER;PER;PER;PER
aost;PER;PER;PER;PER;PER
rast6;PER;PER;PER;PER;PER
si;;;;;
longtempsf;PER;PER;PER;PER;PER
lLs;PER;PER;PER;PER;PER
wil-;;;;;
];;;;;
"
";;;;;
lage;;;;;
est;;;;;
si;;;;;
asule;;;;;
qu';;;;;
on;;;;;
ne;;;;;
sait;;;;;
vruiment;;;;;
par;;;;;
o;;;;;
];;;;;
"
";;;;;
passer;;;;;
";";;;;;
ee;;;;;
nest;;;;;
pas;;;;;
sain;;;;;
pour;;;;;
les;;;;;
enfnts;;;;;
,;;;;;
toute;;;;;
];;;;;
"
";;;;;
eette;;;;;
paills;;;;;
pourrio;;;;;
.;;;;;
kt;MISC;MISC;MISC;MISC;MISC
la;;;;;
puunteur;;;;;
qu';;;;;
olle;;;;;
donnol;;;;;
"
";;;;;
comnent;;;;;
pourraiont;;;;;
-ils;;;;;
s';;;;;
uecoutume;;;;;
 ;;;;;
la;;;;;
propret6;;;;;
];;;;;
"
";;;;;
au;;;;;
milieu;;;;;
de;;;;;
cette;;;;;
ordurot;;;;;
n;;;;;
"
";;;;;
La;;;;;
fmille;;;;;
Dumont;PER;PER;PER;PER;PER
vint;;;;;
voir;;;;;
la;;;;;
maison;;;;;
deleunne;;;;;
];;;;;
"
";;;;;
quand;;;;;
elle;;;;;
fut;;;;;
finie;;;;;
.;;;;;
On;;;;;
parla;;;;;
des;;;;;
pluntations;;;;;
,;;;;;
et;;;;;
"
";;;;;
.;;;;;
Dumont;PER;PER;PER;PER;PER
dit;;;;;
que;;;;;
ses;;;;;
p6pinibres;;;;;
6tant;;;;;
biei;;;;;
gr-;;;;;
];;;;;
"
";;;;;
nies;;;;;
,;;;;;
il;;;;;
donnerait;;;;;
tous;;;;;
les;;;;;
arbres;;;;;
dont;;;;;
on;;;;;
aurait;;;;;
];;;;;
"
";;;;;
besoin;;;;;
.;;;;;
"
 ";;;;;
Et;;;;;
moi;;;;;
,;;;;;
dit;;;;;
Mme;PER;PER;PER;PER;PER
Isaure;PER;PER;PER;PER;PER
,;;;;;
je;;;;;
tapporterai;;;;;
des;;;;;
"
";;;;;
fraises;;;;;
de;;;;;
tous;;;;;
les;;;;;
mois;;;;;
pour;;;;;
border;LOC;LOC;LOC;LOC;LOC
tes;LOC;LOC;LOC;LOC;LOC
allees;LOC;LOC;LOC;LOC;LOC
.;;;;;
];;;;;
"
";;;;;
-;;;;;
Si;;;;;
tu;;;;;
m';;;;;
en;;;;;
erois;;;;;
,;;;;;
petite;;;;;
leanne;;;;;
,;;;;;
dit;;;;;
M.;PER;PER;PER;PER;PER
bDu-;PER;PER;PER;PER;PER
"
";PER;PER;PER;PER;PER
mont;PER;PER;PER;PER;PER
,;;;;;
tu;;;;;
enggras;;;;;
ton;;;;;
marl;;;;;
a;;;;;
peindre;;;;;
tous;;;;;
les;;;;;
];;;;;
"
";;;;;
bois;;;;;
qui;;;;;
sont;;;;;
exposes;;;;;
h;;;;;
lair;;;;;
";";;;;;
ce;;;;;
sera;;;;;
un;;;;;
peu;;;;;
eo-;;;;;
];;;;;
"
";;;;;
teux;;;;;
,;;;;;
pars;;;;;
que;;;;;
ta;;;;;
charpente;;;;;
d6passe;;;;;
le;;;;;
murs;;;;;
];;;;;
"
";;;;;
mais;;;;;
au;;;;;
fnd;LOC;LOC;LOC;LOC;LOC
e';LOC;LOC;LOC;LOC;LOC
est;;;;;
une;;;;;
6conomie;;;;;
";";;;;;
la;;;;;
peinture;;;;;
pre-;;;;;
];;;;;
"
";;;;;
serve;;;;;
le;;;;;
bois;;;;;
des;;;;;
vers;;;;;
et;;;;;
de;;;;;
la;;;;;
pourriture;;;;;
.;;;;;
Dail-;;;;;
];;;;;
"
";;;;;
leurs;;;;;
,;;;;;
grand;;;;;
Louis;PER;PER;PER;PER;PER
achtera;;;;;
de;;;;;
loere;;;;;
A;;;;;
la;;;;;
livre;;;;;
et;;;;;
"
";;;;;
da;;;;;
1huila;PER;PER;PER;PER;PER
de;;;;;
rebut;;;;;
";";;;;;
il;;;;;
broiera;;;;;
lui;;;;;
-;;;;;
meme;;;;;
lacouleur;;;;;
];;;;;
"
";;;;;
et;;;;;
peindra;;;;;
ensuite;;;;;
,;;;;;
ee;;;;;
nest;;;;;
pas;;;;;
bien;;;;;
diffieile;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
ii;;;;;
,;;;;;
Gai;PER;PER;PER;PER;PER
i;PER;PER;PER;PER;PER
ani;;;;;
anuinti;;;;;
a;;;;;
"
";;;;;
en;;;;;
viendra;;;;;
biein;PER;PER;PER;PER;PER
a;;;;;
hout;;;;;
.;;;;;
s3EANN;;;;;
EOUS;MISC;MISC;MISC;MISC;MISC
RT;;;;;
MRIE;;;;;
.;;;;;
"
";;;;;
Ien0;MISC;MISC;MISC;MISC;MISC
admiro;;;;;
aa;;;;;
malaan;;;;;
"
";;;;;
eo;;;;;
];;;;;
"
";;;;;
Vars;LOC;LOC;LOC;LOC;LOC
la;;;;;
Saint-laan;MISC;MISC;MISC;MISC;MISC
da;MISC;MISC;MISC;MISC;MISC
l';MISC;MISC;MISC;MISC;MISC
ann6a;MISC;MISC;MISC;MISC;MISC
suivanto;MISC;MISC;MISC;MISC;MISC
,;;;;;
l';;;;;
an;;;;;
or6-;;;;;
];;;;;
"
";;;;;
pit;;;;;
las;;;;;
murs;;;;;
et;;;;;
lon;PER;PER;PER;PER;PER
plafannna;PER;PER;PER;PER;PER
les;;;;;
obamhros;;;;;
por;;;;;
];;;;;
"
";;;;;
qu';;;;;
allaes;PER;PER;PER;PER;PER
fssaent;PER;PER;PER;PER;PER
plus;;;;;
haudas;;;;;
.;;;;;
leanna;PER;PER;PER;PER;PER
fltmattrs;PER;PER;PER;PER;PER
una;PER;PER;PER;PER;PER
];;;;;
"
";;;;;
etite;;;;;
euahe;;;;;
da;;;;;
pltre;;;;;
 ;;;;;
lint6rieur;;;;;
.;;;;;
Ella;PER;PER;PER;PER;PER
avaiteu;PER;PER;PER;PER;PER
];;;;;
"
";;;;;
pandant;;;;;
l';;;;;
hiver;;;;;
un;;;;;
gargon;PER;PER;PER;PER;PER
i;PER;PER;PER;PER;PER
qui;;;;;
son;;;;;
parrain;;;;;
,;;;;;
mal-;;;;;
];;;;;
"
";;;;;
tre;PER;PER;PER;PER;PER
Tixier;PER;PER;PER;PER;PER
,;;;;;
avait;;;;;
donu6;;;;;
la;;;;;
nom;;;;;
de;;;;;
fSylvn;MISC;MISC;MISC;MISC;MISC
,;;;;;
et;;;;;
ella;;;;;
];;;;;
"
";;;;;
auutit;;;;;
qu';;;;;
il;;;;;
etuit;;;;;
tmps;;;;;
le;;;;;
quittr;LOC;LOC;LOC;LOC;LOC
lu;LOC;LOC;LOC;LOC;LOC
Grund;LOC;LOC;LOC;LOC;LOC
-il;;;;;
.;;;;;
];;;;;
"
";;;;;
Quoique;;;;;
Etisnne;PER;PER;PER;PER;PER
Durand;PER;PER;PER;PER;PER
,;;;;;
qui;;;;;
gouvornait;;;;;
i;;;;;
peu;;;;;
];;;;;
"
";;;;;
prbs;;;;;
tout;;;;;
dans;;;;;
la;;;;;
maison;;;;;
,;;;;;
ft;PER;PER;PER;PER;PER
touiours;PER;PER;PER;PER;PER
hon;PER;PER;PER;PER;PER
pour;;;;;
];;;;;
"
";;;;;
alle;LOC;LOC;LOC;LOC;LOC
et;;;;;
pour;;;;;
sou;PER;PER;PER;PER;PER
uuri;PER;PER;PER;PER;PER
,;;;;;
il;;;;;
uuruit;;;;;
fini;;;;;
pur;;;;;
s';;;;;
oeunuye;;;;;
];;;;;
"
";;;;;
de;;;;;
leurs;;;;;
onfants;;;;;
.;;;;;
Elle;;;;;
se;;;;;
mettait;;;;;
souvent;;;;;
i;;;;;
la;;;;;
porte;;;;;
];;;;;
"
";;;;;
poeur;;;;;
regrder;;;;;
sa;;;;;
maison;;;;;
.;;;;;
Louise;PER;PER;PER;PER;PER
lui;;;;;
disait;;;;;
:;;;;;
"
 ";;;;;
Hlein;PER;PER;PER;PER;PER
l;;;;;
comme;;;;;
tu;;;;;
voudrais;;;;;
y;;;;;
tre;;;;;
djhl;;;;;
"
";;;;;
--Cest;;;;;
vrai;;;;;
,;;;;;
ma;;;;;
Louise;PER;PER;PER;PER;PER
.;;;;;
Je;;;;;
vous;;;;;
aime;;;;;
pour-;;;;;
];;;;;
"
";;;;;
tant;;;;;
de;;;;;
toutes;;;;;
mes;;;;;
forces;;;;;
,;;;;;
et;;;;;
j';;;;;
ai;;;;;
bien;;;;;
lieu;;;;;
de;;;;;
vous;;;;;
];;;;;
"
";;;;;
aimer;;;;;
";";;;;;
mais;;;;;
,;;;;;
vois;;;;;
-;;;;;
tu;;;;;
,;;;;;
s';;;;;
estplusfortque;;;;;
moi;;;;;
:;;;;;
quand;;;;;
"
";;;;;
je;;;;;
penee;;;;;
que;;;;;
nous;;;;;
serons;;;;;
dans;;;;;
une;;;;;
maison;;;;;
ad;;;;;
noues;;;;;
,;;;;;
];;;;;
"
";;;;;
il;;;;;
me;;;;;
semble;;;;;
que;;;;;
mon;;;;;
cceur;;;;;
elate;;;;;
au;;;;;
dedans;;;;;
de;;;;;
];;;;;
"
";;;;;
moi;;;;;
.;;;;;
C';;;;;
est;;;;;
si;;;;;
bon;;;;;
de;;;;;
se;;;;;
sentir;;;;;
ches;;;;;
soiet;;;;;
de;;;;;
sedire;;;;;
];;;;;
"
";;;;;
quon;;;;;
est;;;;;
 ;;;;;
l';;;;;
abri;;;;;
pour;;;;;
le;;;;;
reste;;;;;
de;;;;;
ees;PER;PER;PER;PER;PER
joursl;PER;PER;PER;PER;PER
"
";;;;;
-;;;;;
Et;;;;;
des;;;;;
meubles;;;;;
,;;;;;
petite;;;;;
Ieannel;PER;PER;PER;PER;PER
sais;;;;;
-;;;;;
tu;;;;;
que;;;;;
"
";;;;;
ton;;;;;
pauvre;;;;;
lit;;;;;
et;;;;;
l';;;;;
armoire;;;;;
de;;;;;
la;;;;;
mre;;;;;
Nannette;LOC;LOC;LOC;LOC;LOC
ne;;;;;
"
";;;;;
feront;;;;;
pas;;;;;
grande;;;;;
figure;;;;;
dans;;;;;
ces;;;;;
chamhres;;;;;
si;;;;;
];;;;;
"
";;;;;
blanehesf;PER;PER;PER;PER;PER
"
";PER;PER;PER;PER;PER
-;;;;;
Cest;;;;;
bien;;;;;
li;PER;PER;PER;PER;PER
mon;PER;PER;PER;PER;PER
souei;PER;PER;PER;PER;PER
";";;;;;
je;;;;;
nose;;;;;
pas;;;;;
en;;;;;
par-;;;;;
"
";;;;;
ler;;;;;
h;;;;;
grand;;;;;
Louis;PER;PER;PER;PER;PER
:;;;;;
les;;;;;
hommes;;;;;
ne;;;;;
comprennent;;;;;
"
";;;;;
pas;;;;;
combien;;;;;
une;;;;;
m6nagre;;;;;
est;;;;;
eontente;;;;;
d';;;;;
avoir;;;;;
un;;;;;
"
";;;;;
joli;;;;;
mobilier;;;;;
";";;;;;
il;;;;;
a;;;;;
depens6;;;;;
tant;;;;;
d';;;;;
argent;;;;;
poeur;;;;;
cette;;;;;
];;;;;
"
";;;;;
btisse;;;;;
,;;;;;
quil;;;;;
ne;;;;;
serait;;;;;
peut;;;;;
-;;;;;
etre;;;;;
pas;;;;;
raisonnable106;PER;PER;PER;PER;PER
"
";;;;;
TH0IsIM;;;;;
PAHTIR;;;;;
,;;;;;
"
";;;;;
de;;;;;
pnaar;MISC;MISC;MISC;MISC;MISC
h;MISC;MISC;MISC;MISC;MISC
autr;MISC;MISC;MISC;MISC;MISC
ohasa;MISC;MISC;MISC;MISC;MISC
.;;;;;
Pourtant;;;;;
,;;;;;
omma;;;;;
tan;;;;;
"
";;;;;
nbro;;;;;
lui;;;;;
on;;;;;
a;;;;;
avune6;;;;;
,;;;;;
nous;;;;;
avons;;;;;
bion;;;;;
anaora;;;;;
da;;;;;
"
";;;;;
quoi;;;;;
aoheter;PER;PER;PER;PER;PER
uno;PER;PER;PER;PER;PER
armoir;;;;;
et;;;;;
un;;;;;
lit;;;;;
.;;;;;
"
";;;;;
-;;;;;
lh;;;;;
hianl;;;;;
moi;;;;;
,;;;;;
jo;PER;PER;PER;PER;PER
lui;;;;;
on;;;;;
parlarai;MISC;MISC;MISC;MISC;MISC
 ;;;;;
soue;;;;;
,;;;;;
